stok_mutasi_id,produk_id,umkm_id,tipe_mutasi,jumlah_perubahan,stok_sebelum,stok_sesudah,referensi_tipe,referensi_id,catatan,created_by_akun_id,created_at
STK014382,PRD003184,UMK000823,SALE,-3,84,81,PENJUALAN,PJL014382,Pengurangan stok karena penjualan Jasa Reparasi Tas.,AKUN001073,2024-07-15 06:47:22
STK014383,PRD010989,UMK002748,SALE,-3,167,164,PENJUALAN,PJL014383,Pengurangan stok karena penjualan Madu Hutan.,AKUN002998,2025-03-03 06:34:04
STK014384,PRD001436,UMK000377,SALE,-1,7,6,PENJUALAN,PJL014384,Pengurangan stok karena penjualan Paket Dokumentasi Produk.,AKUN000627,2025-09-21 15:59:56
STK014385,PRD017257,UMK004327,SALE,-4,69,65,PENJUALAN,PJL014385,Pengurangan stok karena penjualan Jasa Cleaning.,AKUN004577,2026-05-01 08:20:06
STK014386,PRD018558,UMK004659,SALE,-5,32,27,PENJUALAN,PJL014386,Pengurangan stok karena penjualan Desain Label Produk.,AKUN004909,2025-07-22 13:17:41
STK014387,PRD015335,UMK003847,RESTOCK,73,26,99,PEMBELIAN_STOK,RST-00014387,Restock produk Servis Elektronik dari produksi/pembelian baru.,AKUN004097,2024-06-21 19:54:02
STK014388,PRD005962,UMK001501,ADJUSTMENT,-16,187,171,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Dimsum Ayam.,AKUN001751,2025-04-14 18:05:55
STK014389,PRD019806,UMK004967,SALE,-3,206,203,PENJUALAN,PJL014389,Pengurangan stok karena penjualan Produk Konsinyasi Lokal.,AKUN005217,2024-02-06 23:16:44
STK014390,PRD010745,UMK002686,SALE,-1,8,7,PENJUALAN,PJL014390,Pengurangan stok karena penjualan Video Promosi.,AKUN002936,2025-02-26 04:06:00
STK014391,PRD003970,UMK001019,SALE,-2,144,142,PENJUALAN,PJL014391,Pengurangan stok karena penjualan Pupuk Organik.,AKUN001269,2024-02-02 09:02:08
STK014392,PRD003655,UMK000944,SALE,-2,94,92,PENJUALAN,PJL014392,Pengurangan stok karena penjualan Kemeja Linen.,AKUN001194,2024-10-30 12:40:59
STK014393,PRD019898,UMK004992,SALE,-2,37,35,PENJUALAN,PJL014393,Pengurangan stok karena penjualan Dompet Kulit.,AKUN005242,2025-11-17 21:44:41
STK014394,PRD018390,UMK004612,RESTOCK,40,62,102,PEMBELIAN_STOK,RST-00014394,Restock produk Miniatur Wayang dari produksi/pembelian baru.,AKUN004862,2024-10-28 00:36:52
STK014395,PRD019429,UMK004873,ADJUSTMENT,31,142,173,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Gula Aren.,AKUN005123,2025-08-19 13:43:36
STK014396,PRD015330,UMK003845,SALE,-7,167,160,PENJUALAN,PJL014396,Pengurangan stok karena penjualan Telur Asin.,AKUN004095,2024-06-10 02:16:08
STK014397,PRD016489,UMK004131,SALE,-4,42,38,PENJUALAN,PJL014397,Pengurangan stok karena penjualan Pouch Batik.,AKUN004381,2026-03-15 07:02:29
STK014398,PRD005284,UMK001343,ADJUSTMENT,1,79,80,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Rengginang Gurih.,AKUN001593,2024-02-13 15:57:34
STK014399,PRD003036,UMK000784,RESTOCK,45,68,113,PEMBELIAN_STOK,RST-00014399,Restock produk Kursus Privat dari produksi/pembelian baru.,AKUN001034,2024-02-16 05:45:50
STK014400,PRD016719,UMK004193,RESTOCK,47,65,112,PEMBELIAN_STOK,RST-00014400,Restock produk Sambal Bawang dari produksi/pembelian baru.,AKUN004443,2025-06-19 09:09:16
STK014401,PRD018808,UMK004720,RESTOCK,142,49,191,PEMBELIAN_STOK,RST-00014401,Restock produk Jasa Jahit Permak dari produksi/pembelian baru.,AKUN004970,2025-02-20 05:55:00
STK014402,PRD003441,UMK000886,RESTOCK,109,122,231,PEMBELIAN_STOK,RST-00014402,Restock produk Hijab Motif dari produksi/pembelian baru.,AKUN001136,2025-05-19 13:16:25
STK014403,PRD017129,UMK004291,SALE,-1,61,60,PENJUALAN,PJL014403,Pengurangan stok karena penjualan Lilin Aromaterapi.,AKUN004541,2024-02-08 14:22:17
STK014404,PRD010297,UMK002572,SALE,-2,76,74,PENJUALAN,PJL014404,Pengurangan stok karena penjualan Sepatu Kulit.,AKUN002822,2024-02-04 15:17:38
STK014405,PRD011242,UMK002812,SALE,-1,204,203,PENJUALAN,PJL014405,Pengurangan stok karena penjualan Produk Reseller.,AKUN003062,2025-08-10 06:56:09
STK014406,PRD004807,UMK001225,SALE,-6,209,203,PENJUALAN,PJL014406,Pengurangan stok karena penjualan Kopi Susu Botol.,AKUN001475,2025-10-28 00:04:56
STK014407,PRD004630,UMK001181,SALE,-7,100,93,PENJUALAN,PJL014407,Pengurangan stok karena penjualan Kacang Bawang.,AKUN001431,2025-01-17 23:07:41
STK014408,PRD011725,UMK002930,SALE,-2,94,92,PENJUALAN,PJL014408,Pengurangan stok karena penjualan Scarf Motif.,AKUN003180,2024-07-13 17:49:22
STK014409,PRD008833,UMK002212,ADJUSTMENT,22,22,44,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Landing Page UMKM.,AKUN002462,2025-11-23 15:19:37
STK014410,PRD016580,UMK004153,RESTOCK,103,89,192,PEMBELIAN_STOK,RST-00014410,Restock produk Krim Tangan Natural dari produksi/pembelian baru.,AKUN004403,2025-09-25 18:24:58
STK014411,PRD006686,UMK001686,RESTOCK,78,36,114,PEMBELIAN_STOK,RST-00014411,Restock produk Batik Tulis dari produksi/pembelian baru.,AKUN001936,2024-04-13 07:39:05
STK014412,PRD004042,UMK001036,SALE,-1,79,78,PENJUALAN,PJL014412,Pengurangan stok karena penjualan Konsultasi Pembukuan.,AKUN001286,2025-12-27 09:57:13
STK014413,PRD001449,UMK000380,CANCEL_SALE,4,121,125,PENJUALAN,PJL014413,Stok kembali karena pembatalan penjualan Face Mist Mawar.,AKUN000630,2026-04-25 15:21:16
STK014414,PRD012395,UMK003102,SALE,-4,122,118,PENJUALAN,PJL014414,Pengurangan stok karena penjualan Rengginang Gurih.,AKUN003352,2025-08-20 11:50:33
STK014415,PRD007000,UMK001764,SALE,-2,43,41,PENJUALAN,PJL014415,Pengurangan stok karena penjualan Laundry Kiloan.,AKUN002014,2026-04-11 08:46:02
STK014416,PRD016963,UMK004252,RESTOCK,172,114,286,PEMBELIAN_STOK,RST-00014416,Restock produk Brownies Kukus dari produksi/pembelian baru.,AKUN004502,2026-02-26 05:27:02
STK014417,PRD019372,UMK004859,SALE,-1,95,94,PENJUALAN,PJL014417,Pengurangan stok karena penjualan Jasa Optimasi Google Business.,AKUN005109,2026-04-30 18:48:18
STK014418,PRD009536,UMK002385,SALE,-5,91,86,PENJUALAN,PJL014418,Pengurangan stok karena penjualan Peyek Kacang.,AKUN002635,2024-09-14 05:58:40
STK014419,PRD006939,UMK001748,RESTOCK,55,14,69,PEMBELIAN_STOK,RST-00014419,Restock produk Aplikasi Kasir Sederhana dari produksi/pembelian baru.,AKUN001998,2024-10-02 08:01:25
STK014420,PRD006310,UMK001588,RESTOCK,8,14,22,PEMBELIAN_STOK,RST-00014420,Restock produk Desain Feed dari produksi/pembelian baru.,AKUN001838,2025-02-03 05:21:40
STK014421,PRD013721,UMK003434,ADJUSTMENT,3,120,123,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Dimsum Ayam.,AKUN003684,2025-06-06 05:43:01
STK014422,PRD010800,UMK002700,SALE,-1,90,89,PENJUALAN,PJL014422,Pengurangan stok karena penjualan Batik Tulis.,AKUN002950,2024-03-11 14:26:03
STK014423,PRD007283,UMK001835,RESTOCK,9,134,143,PEMBELIAN_STOK,RST-00014423,Restock produk Bakpia Mini dari produksi/pembelian baru.,AKUN002085,2024-07-29 15:39:04
STK014424,PRD016737,UMK004196,CANCEL_SALE,2,3,5,PENJUALAN,PJL014424,Stok kembali karena pembatalan penjualan Gantungan Kunci.,AKUN004446,2026-04-12 23:11:10
STK014425,PRD006131,UMK001544,ADJUSTMENT,-20,109,89,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Kopi Susu Botol.,AKUN001794,2025-02-11 11:01:49
STK014426,PRD013999,UMK003503,SALE,-2,63,61,PENJUALAN,PJL014426,Pengurangan stok karena penjualan Servis Elektronik.,AKUN003753,2024-10-14 16:20:37
STK014427,PRD014478,UMK003631,SALE,-1,27,26,PENJUALAN,PJL014427,Pengurangan stok karena penjualan Video Promosi.,AKUN003881,2024-12-17 05:29:56
STK014428,PRD003283,UMK000845,ADJUSTMENT,-22,99,77,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Sari Lemon.,AKUN001095,2025-06-22 02:38:47
STK014429,PRD008513,UMK002132,SALE,-3,21,18,PENJUALAN,PJL014429,Pengurangan stok karena penjualan Kotak Hampers.,AKUN002382,2025-06-20 02:25:42
STK014430,PRD016794,UMK004209,SALE,-3,23,20,PENJUALAN,PJL014430,Pengurangan stok karena penjualan Kacang Bawang.,AKUN004459,2026-03-13 14:58:11
STK014431,PRD018730,UMK004700,SALE,-1,104,103,PENJUALAN,PJL014431,Pengurangan stok karena penjualan Kaos Sablon.,AKUN004950,2024-05-29 02:50:31
STK014432,PRD011777,UMK002945,SALE,-7,98,91,PENJUALAN,PJL014432,Pengurangan stok karena penjualan Pempek Frozen.,AKUN003195,2024-02-22 01:08:00
STK014433,PRD015543,UMK003899,SALE,-4,84,80,PENJUALAN,PJL014433,Pengurangan stok karena penjualan Dekorasi Rumah.,AKUN004149,2024-09-03 11:15:01
STK014434,PRD007328,UMK001848,SALE,-1,129,128,PENJUALAN,PJL014434,Pengurangan stok karena penjualan Shampoo Herbal.,AKUN002098,2025-07-06 00:44:03
STK014435,PRD001928,UMK000502,ADJUSTMENT,-24,80,56,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Sayur Hidroponik.,AKUN000752,2024-05-13 18:24:42
STK014436,PRD001455,UMK000382,SALE,-2,63,61,PENJUALAN,PJL014436,Pengurangan stok karena penjualan Landing Page UMKM.,AKUN000632,2024-08-15 10:09:22
STK014437,PRD006275,UMK001580,SALE,-3,88,85,PENJUALAN,PJL014437,Pengurangan stok karena penjualan Pouch Batik.,AKUN001830,2026-04-20 20:13:11
STK014438,PRD013808,UMK003455,RESTOCK,118,229,347,PEMBELIAN_STOK,RST-00014438,Restock produk Peralatan Dapur dari produksi/pembelian baru.,AKUN003705,2026-04-07 02:59:47
STK014439,PRD012239,UMK003062,RESTOCK,88,32,120,PEMBELIAN_STOK,RST-00014439,Restock produk Kursus Privat dari produksi/pembelian baru.,AKUN003312,2024-05-22 11:31:25
STK014440,PRD018146,UMK004551,RESTOCK,35,144,179,PEMBELIAN_STOK,RST-00014440,Restock produk Bumbu Pecel dari produksi/pembelian baru.,AKUN004801,2026-05-28 01:19:44
STK014441,PRD013139,UMK003289,RESTOCK,91,28,119,PEMBELIAN_STOK,RST-00014441,Restock produk Lilin Aromaterapi dari produksi/pembelian baru.,AKUN003539,2024-08-31 05:48:43
STK014442,PRD006117,UMK001541,ADJUSTMENT,8,78,86,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Template Invoice Digital.,AKUN001791,2024-02-20 08:58:17
STK014443,PRD001193,UMK000321,SALE,-1,45,44,PENJUALAN,PJL014443,Pengurangan stok karena penjualan Produk Rajut.,AKUN000571,2025-01-23 17:47:24
STK014444,PRD014981,UMK003751,SALE,-4,58,54,PENJUALAN,PJL014444,Pengurangan stok karena penjualan Gula Aren.,AKUN004001,2025-06-06 23:13:18
STK014445,PRD001275,UMK000341,SALE,-4,51,47,PENJUALAN,PJL014445,Pengurangan stok karena penjualan Laundry Kiloan.,AKUN000591,2025-03-25 07:28:39
STK014446,PRD007020,UMK001768,RESTOCK,162,56,218,PEMBELIAN_STOK,RST-00014446,Restock produk Seragam Komunitas dari produksi/pembelian baru.,AKUN002018,2025-01-20 08:44:00
STK014447,PRD002004,UMK000523,SALE,-2,91,89,PENJUALAN,PJL014447,Pengurangan stok karena penjualan Serundeng Kelapa.,AKUN000773,2026-04-02 12:31:50
STK014448,PRD003647,UMK000943,RESTOCK,43,86,129,PEMBELIAN_STOK,RST-00014448,Restock produk Susu Kambing Bubuk dari produksi/pembelian baru.,AKUN001193,2024-12-26 21:28:00
STK014449,PRD008046,UMK002014,SALE,-12,77,65,PENJUALAN,PJL014449,Pengurangan stok karena penjualan Body Scrub.,AKUN002264,2025-12-15 18:53:46
STK014450,PRD007894,UMK001977,SALE,-1,116,115,PENJUALAN,PJL014450,Pengurangan stok karena penjualan Kaos Sablon.,AKUN002227,2024-08-19 16:11:20
STK014451,PRD004490,UMK001146,SALE,-2,163,161,PENJUALAN,PJL014451,Pengurangan stok karena penjualan Wedang Uwuh.,AKUN001396,2025-02-06 22:48:49
STK014452,PRD003320,UMK000857,RESTOCK,98,118,216,PEMBELIAN_STOK,RST-00014452,Restock produk Beras Organik dari produksi/pembelian baru.,AKUN001107,2024-08-01 14:08:07
STK014453,PRD014824,UMK003716,SALE,-2,175,173,PENJUALAN,PJL014453,Pengurangan stok karena penjualan Peyek Kacang.,AKUN003966,2025-03-09 00:59:03
STK014454,PRD016137,UMK004046,SALE,-4,101,97,PENJUALAN,PJL014454,Pengurangan stok karena penjualan Blouse Batik.,AKUN004296,2025-08-05 01:38:53
STK014455,PRD012163,UMK003040,SALE,-1,39,38,PENJUALAN,PJL014455,Pengurangan stok karena penjualan Miniatur Wayang.,AKUN003290,2024-12-07 12:20:33
STK014456,PRD004657,UMK001187,SALE,-6,19,13,PENJUALAN,PJL014456,Pengurangan stok karena penjualan Dress Casual.,AKUN001437,2025-12-25 23:06:48
STK014457,PRD007791,UMK001953,SALE,-3,81,78,PENJUALAN,PJL014457,Pengurangan stok karena penjualan Totebag Kanvas.,AKUN002203,2025-11-18 12:12:05
STK014458,PRD003943,UMK001012,SALE,-1,98,97,PENJUALAN,PJL014458,Pengurangan stok karena penjualan Batik Tulis.,AKUN001262,2024-07-19 13:50:20
STK014459,PRD010415,UMK002601,SALE,-1,76,75,PENJUALAN,PJL014459,Pengurangan stok karena penjualan Paket Foto Katalog.,AKUN002851,2024-06-03 08:26:16
STK014460,PRD007522,UMK001890,SALE,-1,292,291,PENJUALAN,PJL014460,Pengurangan stok karena penjualan Paket Hampers.,AKUN002140,2026-05-07 07:00:57
STK014461,PRD002212,UMK000577,SALE,-2,539,537,PENJUALAN,PJL014461,Pengurangan stok karena penjualan Minuman Kemasan.,AKUN000827,2024-04-07 16:12:03
STK014462,PRD018660,UMK004683,SALE,-3,96,93,PENJUALAN,PJL014462,Pengurangan stok karena penjualan Bumbu Pecel.,AKUN004933,2024-02-28 17:13:00
STK014463,PRD007799,UMK001955,SALE,-3,154,151,PENJUALAN,PJL014463,Pengurangan stok karena penjualan Bibit Cabai.,AKUN002205,2024-03-29 01:30:14
STK014464,PRD006816,UMK001720,SALE,-2,2,0,PENJUALAN,PJL014464,Pengurangan stok karena penjualan Laundry Kiloan.,AKUN001970,2024-10-16 04:42:38
STK014465,PRD008859,UMK002219,SALE,-1,16,15,PENJUALAN,PJL014465,Pengurangan stok karena penjualan Desain Marketplace.,AKUN002469,2024-08-06 10:10:23
STK014466,PRD007812,UMK001958,RESTOCK,167,39,206,PEMBELIAN_STOK,RST-00014466,Restock produk Katalog Interaktif dari produksi/pembelian baru.,AKUN002208,2024-10-26 13:29:48
STK014467,PRD010003,UMK002502,SALE,-1,79,78,PENJUALAN,PJL014467,Pengurangan stok karena penjualan Kopi Susu Botol.,AKUN002752,2025-08-29 11:55:45
STK014468,PRD015968,UMK004003,SALE,-4,153,149,PENJUALAN,PJL014468,Pengurangan stok karena penjualan Peyek Kacang.,AKUN004253,2025-01-08 05:36:25
STK014469,PRD018778,UMK004711,SALE,-4,152,148,PENJUALAN,PJL014469,Pengurangan stok karena penjualan Kue Kering.,AKUN004961,2025-12-28 19:02:32
STK014470,PRD009243,UMK002316,SALE,-2,62,60,PENJUALAN,PJL014470,Pengurangan stok karena penjualan Wedang Uwuh.,AKUN002566,2025-02-06 08:40:40
STK014471,PRD011683,UMK002920,RESTOCK,155,40,195,PEMBELIAN_STOK,RST-00014471,Restock produk Souvenir Pernikahan dari produksi/pembelian baru.,AKUN003170,2024-06-20 10:34:38
STK014472,PRD000307,UMK000083,RESTOCK,16,45,61,PEMBELIAN_STOK,RST-00014472,Restock produk Miniatur Wayang dari produksi/pembelian baru.,AKUN000333,2025-02-23 08:10:13
STK014473,PRD016815,UMK004215,SALE,-3,103,100,PENJUALAN,PJL014473,Pengurangan stok karena penjualan Krupuk Ikan.,AKUN004465,2024-02-03 15:05:57
STK014474,PRD014093,UMK003528,ADJUSTMENT,-13,104,91,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Roti Pisang.,AKUN003778,2025-04-15 21:38:41
STK014475,PRD004424,UMK001131,SALE,-2,152,150,PENJUALAN,PJL014475,Pengurangan stok karena penjualan Scarf Motif.,AKUN001381,2025-11-16 18:12:46
STK014476,PRD012644,UMK003164,SALE,-6,109,103,PENJUALAN,PJL014476,Pengurangan stok karena penjualan Rengginang Gurih.,AKUN003414,2025-03-10 16:56:20
STK014477,PRD003052,UMK000788,RESTOCK,9,242,251,PEMBELIAN_STOK,RST-00014477,Restock produk Roti Pisang dari produksi/pembelian baru.,AKUN001038,2025-04-28 05:30:08
STK014478,PRD013993,UMK003501,SALE,-4,163,159,PENJUALAN,PJL014478,Pengurangan stok karena penjualan Sayur Hidroponik.,AKUN003751,2026-04-30 16:03:01
STK014479,PRD016114,UMK004042,SALE,-2,43,41,PENJUALAN,PJL014479,Pengurangan stok karena penjualan Gantungan Kunci.,AKUN004292,2025-09-29 20:04:38
STK014480,PRD006510,UMK001641,SALE,-9,105,96,PENJUALAN,PJL014480,Pengurangan stok karena penjualan Kopi Susu Botol.,AKUN001891,2025-04-01 18:16:39
STK014481,PRD006447,UMK001623,RESTOCK,9,0,9,PEMBELIAN_STOK,RST-00014481,Restock produk Kemeja Batik dari produksi/pembelian baru.,AKUN001873,2025-07-06 22:35:35
STK014482,PRD015045,UMK003766,SALE,-3,198,195,PENJUALAN,PJL014482,Pengurangan stok karena penjualan Blouse Batik.,AKUN004016,2024-01-27 01:15:40
STK014483,PRD012619,UMK003159,CANCEL_SALE,2,305,307,PENJUALAN,PJL014483,Stok kembali karena pembatalan penjualan Produk Reseller.,AKUN003409,2024-08-02 16:59:53
STK014484,PRD006403,UMK001612,RESTOCK,120,104,224,PEMBELIAN_STOK,RST-00014484,Restock produk Dress Casual dari produksi/pembelian baru.,AKUN001862,2025-01-16 04:27:12
STK014485,PRD018311,UMK004591,SALE,-6,122,116,PENJUALAN,PJL014485,Pengurangan stok karena penjualan Serum Herbal.,AKUN004841,2026-04-23 04:22:22
STK014486,PRD005073,UMK001292,CANCEL_SALE,3,72,75,PENJUALAN,PJL014486,Stok kembali karena pembatalan penjualan Miniatur Wayang.,AKUN001542,2024-09-19 10:46:19
STK014487,PRD001133,UMK000303,RESTOCK,116,53,169,PEMBELIAN_STOK,RST-00014487,Restock produk Konsultasi Pembukuan dari produksi/pembelian baru.,AKUN000553,2024-03-12 16:39:43
STK014488,PRD019835,UMK004975,SALE,-5,117,112,PENJUALAN,PJL014488,Pengurangan stok karena penjualan Sandal Kulit.,AKUN005225,2025-05-04 20:39:42
STK014489,PRD012346,UMK003090,RESTOCK,125,155,280,PEMBELIAN_STOK,RST-00014489,Restock produk Sari Lemon dari produksi/pembelian baru.,AKUN003340,2025-04-26 09:00:03
STK014490,PRD010092,UMK002521,SALE,-2,135,133,PENJUALAN,PJL014490,Pengurangan stok karena penjualan Gula Aren.,AKUN002771,2025-12-04 22:17:31
STK014491,PRD007734,UMK001942,ADJUSTMENT,-7,284,277,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Perlengkapan Warung.,AKUN002192,2024-05-19 02:52:54
STK014492,PRD012134,UMK003031,SALE,-1,403,402,PENJUALAN,PJL014492,Pengurangan stok karena penjualan Produk Konsinyasi Lokal.,AKUN003281,2024-04-18 01:38:02
STK014493,PRD017386,UMK004358,ADJUSTMENT,6,172,178,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Balm Aromaterapi.,AKUN004608,2025-07-19 16:16:03
STK014494,PRD016243,UMK004072,ADJUSTMENT,3,143,146,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Mukena Travel.,AKUN004322,2025-02-20 19:19:48
STK014495,PRD014421,UMK003616,RESTOCK,158,208,366,PEMBELIAN_STOK,RST-00014495,Restock produk Perlengkapan Warung dari produksi/pembelian baru.,AKUN003866,2026-03-04 22:26:37
STK014496,PRD014612,UMK003660,SALE,-3,158,155,PENJUALAN,PJL014496,Pengurangan stok karena penjualan Pastel Frozen.,AKUN003910,2024-06-02 05:34:34
STK014497,PRD014564,UMK003650,RESTOCK,92,202,294,PEMBELIAN_STOK,RST-00014497,Restock produk Krim Tangan Natural dari produksi/pembelian baru.,AKUN003900,2025-11-26 09:07:53
STK014498,PRD005633,UMK001425,RESTOCK,137,311,448,PEMBELIAN_STOK,RST-00014498,Restock produk Susu Kambing Bubuk dari produksi/pembelian baru.,AKUN001675,2024-06-05 03:46:18
STK014499,PRD012532,UMK003136,RESTOCK,141,56,197,PEMBELIAN_STOK,RST-00014499,Restock produk Jasa Cleaning dari produksi/pembelian baru.,AKUN003386,2025-03-16 16:09:22
STK014500,PRD007014,UMK001767,SALE,-3,72,69,PENJUALAN,PJL014500,Pengurangan stok karena penjualan Laundry Kiloan.,AKUN002017,2026-05-18 13:06:09
STK014501,PRD003691,UMK000953,SALE,-2,273,271,PENJUALAN,PJL014501,Pengurangan stok karena penjualan Produk Konsinyasi Lokal.,AKUN001203,2024-11-20 09:52:09
STK014502,PRD011203,UMK002803,SALE,-3,71,68,PENJUALAN,PJL014502,Pengurangan stok karena penjualan Servis Elektronik.,AKUN003053,2026-05-29 22:10:58
STK014503,PRD015814,UMK003964,SALE,-2,60,58,PENJUALAN,PJL014503,Pengurangan stok karena penjualan Katalog Interaktif.,AKUN004214,2025-04-22 11:02:00
STK014504,PRD001369,UMK000361,SALE,-2,507,505,PENJUALAN,PJL014504,Pengurangan stok karena penjualan Peralatan Dapur.,AKUN000611,2024-04-02 09:55:58
STK014505,PRD005947,UMK001497,ADJUSTMENT,-31,102,71,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Krim Tangan Natural.,AKUN001747,2025-04-11 11:43:50
STK014506,PRD000665,UMK000179,ADJUSTMENT,-11,80,69,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Servis AC Rumahan.,AKUN000429,2025-06-24 15:11:14
STK014507,PRD003342,UMK000862,SALE,-2,47,45,PENJUALAN,PJL014507,Pengurangan stok karena penjualan Jasa Optimasi Google Business.,AKUN001112,2025-09-28 14:19:56
STK014508,PRD013865,UMK003469,SALE,-2,168,166,PENJUALAN,PJL014508,Pengurangan stok karena penjualan Lumpia Frozen.,AKUN003719,2025-03-12 09:30:08
STK014509,PRD009658,UMK002415,RESTOCK,153,67,220,PEMBELIAN_STOK,RST-00014509,Restock produk Scarf Motif dari produksi/pembelian baru.,AKUN002665,2025-12-24 01:17:33
STK014510,PRD012498,UMK003129,RESTOCK,35,130,165,PEMBELIAN_STOK,RST-00014510,Restock produk Sirup Jahe dari produksi/pembelian baru.,AKUN003379,2024-02-29 22:30:29
STK014511,PRD012842,UMK003211,SALE,-2,122,120,PENJUALAN,PJL014511,Pengurangan stok karena penjualan Pupuk Organik.,AKUN003461,2024-10-09 01:01:35
STK014512,PRD000980,UMK000262,RESTOCK,36,87,123,PEMBELIAN_STOK,RST-00014512,Restock produk Laundry Kiloan dari produksi/pembelian baru.,AKUN000512,2025-09-11 01:30:45
STK014513,PRD005311,UMK001349,SALE,-4,6,2,PENJUALAN,PJL014513,Pengurangan stok karena penjualan Aplikasi Kasir Sederhana.,AKUN001599,2025-07-30 18:57:40
STK014514,PRD006395,UMK001609,SALE,-3,73,70,PENJUALAN,PJL014514,Pengurangan stok karena penjualan Serundeng Kelapa.,AKUN001859,2025-11-15 21:18:58
STK014515,PRD005254,UMK001336,SALE,-4,131,127,PENJUALAN,PJL014515,Pengurangan stok karena penjualan Kacang Bawang.,AKUN001586,2025-07-20 02:26:10
STK014516,PRD007896,UMK001977,SALE,-1,50,49,PENJUALAN,PJL014516,Pengurangan stok karena penjualan Kemeja Linen.,AKUN002227,2025-11-21 17:54:56
STK014517,PRD019783,UMK004962,SALE,-2,10,8,PENJUALAN,PJL014517,Pengurangan stok karena penjualan Kursus Privat.,AKUN005212,2025-08-04 00:12:27
STK014518,PRD006345,UMK001597,SALE,-1,79,78,PENJUALAN,PJL014518,Pengurangan stok karena penjualan Kursus Privat.,AKUN001847,2025-09-22 20:00:39
STK014519,PRD007380,UMK001858,SALE,-4,121,117,PENJUALAN,PJL014519,Pengurangan stok karena penjualan Bibit Cabai.,AKUN002108,2024-09-02 12:11:50
STK014520,PRD018878,UMK004735,RESTOCK,44,60,104,PEMBELIAN_STOK,RST-00014520,Restock produk Kotak Hampers dari produksi/pembelian baru.,AKUN004985,2024-03-14 07:20:37
STK014521,PRD012692,UMK003175,SALE,-1,76,75,PENJUALAN,PJL014521,Pengurangan stok karena penjualan Desain Marketplace.,AKUN003425,2024-08-22 05:13:49
STK014522,PRD002614,UMK000680,SALE,-1,39,38,PENJUALAN,PJL014522,Pengurangan stok karena penjualan Konsultasi UMKM.,AKUN000930,2024-09-16 07:09:34
STK014523,PRD009716,UMK002427,ADJUSTMENT,34,145,179,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Serum Herbal.,AKUN002677,2024-08-21 13:57:15
STK014524,PRD012600,UMK003155,SALE,-3,65,62,PENJUALAN,PJL014524,Pengurangan stok karena penjualan Frame Foto Kayu.,AKUN003405,2025-07-20 19:23:49
STK014525,PRD010799,UMK002699,SALE,-10,233,223,PENJUALAN,PJL014525,Pengurangan stok karena penjualan Paket Sembako.,AKUN002949,2025-04-03 00:49:31
STK014526,PRD005536,UMK001402,ADJUSTMENT,13,177,190,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Brownies Kukus.,AKUN001652,2026-02-19 10:00:11
STK014527,PRD001365,UMK000360,SALE,-2,186,184,PENJUALAN,PJL014527,Pengurangan stok karena penjualan Gula Aren.,AKUN000610,2024-02-18 20:55:59
STK014528,PRD007082,UMK001784,ADJUSTMENT,40,82,122,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Desain Label Produk.,AKUN002034,2024-09-05 23:58:54
STK014529,PRD013747,UMK003441,RESTOCK,178,139,317,PEMBELIAN_STOK,RST-00014529,Restock produk Sambal Bawang dari produksi/pembelian baru.,AKUN003691,2025-04-06 21:24:40
STK014530,PRD019814,UMK004970,SALE,-4,208,204,PENJUALAN,PJL014530,Pengurangan stok karena penjualan Aksesori HP.,AKUN005220,2025-07-30 12:21:29
STK014531,PRD018873,UMK004734,ADJUSTMENT,8,224,232,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Keripik Singkong.,AKUN004984,2025-06-17 11:47:30
STK014532,PRD004573,UMK001166,SALE,-18,36,18,PENJUALAN,PJL014532,Pengurangan stok karena penjualan Minyak Kelapa.,AKUN001416,2026-01-15 13:59:46
STK014533,PRD010133,UMK002531,ADJUSTMENT,-37,333,296,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Nasi Box.,AKUN002781,2025-02-01 12:25:24
STK014534,PRD016040,UMK004022,ADJUSTMENT,-19,140,121,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Aneka Donat.,AKUN004272,2026-01-13 09:01:14
