penjualan_id,umkm_id,tanggal_transaksi,nomor_transaksi,total_omzet,total_laba,total_item,catatan,status_transaksi,created_by_akun_id,created_at,updated_at
PJL011346,UMK001873,2025-05-24,SALE-2025-00011346,782000,389600,4,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN002123,2025-05-24 19:55:30,2025-05-24 19:55:30
PJL011347,UMK002251,2026-01-20,SALE-2026-00011347,144000,42900,12,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002501,2026-01-20 17:53:07,2026-01-20 17:53:07
PJL011348,UMK003919,2026-03-02,SALE-2026-00011348,575000,286100,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004169,2026-03-02 10:21:08,2026-03-02 10:21:08
PJL011349,UMK002430,2025-12-16,SALE-2025-00011349,2247500,970300,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002680,2025-12-17 02:02:50,2025-12-17 02:02:50
PJL011350,UMK001630,2025-10-18,SALE-2025-00011350,183500,49100,1,Transaksi final dari rekap UMKM.,FINAL,AKUN001880,2025-10-18 15:12:49,2025-10-18 15:12:49
PJL011351,UMK002212,2024-09-30,SALE-2024-00011351,616000,185900,1,Penjualan produk utama dan produk pendukung.,CANCELLED,AKUN002462,2024-09-30 14:55:43,2024-09-30 18:12:43
PJL011352,UMK004561,2025-12-17,SALE-2025-00011352,1113000,342400,3,Penjualan produk utama dan produk pendukung.,FINAL,AKUN004811,2025-12-17 17:08:34,2025-12-17 17:08:34
PJL011353,UMK003585,2025-01-21,SALE-2025-00011353,616500,291500,3,Transaksi final dari rekap UMKM.,CANCELLED,AKUN003835,2025-01-22 02:50:34,2025-01-22 05:16:34
PJL011354,UMK001590,2025-05-02,SALE-2025-00011354,873000,323000,3,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN001840,2025-05-03 06:16:12,2025-05-03 06:16:12
PJL011355,UMK001830,2024-11-08,SALE-2024-00011355,999000,207900,3,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN002080,2024-11-08 21:16:16,2024-11-08 21:16:16
PJL011356,UMK001720,2026-01-13,SALE-2026-00011356,176500,48900,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN001970,2026-01-13 08:10:07,2026-01-13 08:10:07
PJL011357,UMK004934,2024-06-29,SALE-2024-00011357,597000,134200,6,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN005184,2024-06-30 03:37:10,2024-06-30 03:37:10
PJL011358,UMK004920,2025-05-08,SALE-2025-00011358,141000,32700,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN005170,2025-05-09 05:06:42,2025-05-09 05:06:42
PJL011359,UMK001419,2025-05-19,SALE-2025-00011359,207500,73000,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001669,2025-05-20 08:29:02,2025-05-20 08:29:02
PJL011360,UMK002332,2024-07-10,SALE-2024-00011360,895000,459200,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN002582,2024-07-10 17:25:15,2024-07-10 17:25:15
PJL011361,UMK003155,2025-08-14,SALE-2025-00011361,1291000,493700,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003405,2025-08-14 11:07:07,2025-08-14 11:07:07
PJL011362,UMK000963,2025-09-19,SALE-2025-00011362,82000,23400,2,Transaksi final dari rekap UMKM.,FINAL,AKUN001213,2025-09-19 10:04:19,2025-09-19 10:04:19
PJL011363,UMK001092,2024-07-14,SALE-2024-00011363,202000,68700,4,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001342,2024-07-14 20:27:37,2024-07-14 20:27:37
PJL011364,UMK001431,2024-06-16,SALE-2024-00011364,866000,253600,4,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001681,2024-06-17 02:26:08,2024-06-17 02:26:08
PJL011365,UMK000186,2026-01-29,SALE-2026-00011365,778000,235400,4,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN000436,2026-01-30 15:53:16,2026-01-30 15:53:16
PJL011366,UMK001082,2025-07-23,SALE-2025-00011366,863000,187000,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN001332,2025-07-24 00:40:38,2025-07-24 00:40:38
PJL011367,UMK004191,2025-01-30,SALE-2025-00011367,343500,97100,1,Transaksi final dari rekap UMKM.,FINAL,AKUN004441,2025-01-30 06:30:43,2025-01-30 06:30:43
PJL011368,UMK001680,2024-03-24,SALE-2024-00011368,265500,93600,1,Transaksi final dari rekap UMKM.,FINAL,AKUN001930,2024-03-25 14:55:26,2024-03-25 14:55:26
PJL011369,UMK000537,2024-09-26,SALE-2024-00011369,115000,27100,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN000787,2024-09-26 06:11:04,2024-09-26 06:11:04
PJL011370,UMK001291,2025-08-14,SALE-2025-00011370,1797000,331300,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001541,2025-08-14 05:51:11,2025-08-14 05:51:11
PJL011371,UMK002554,2024-05-04,SALE-2024-00011371,420000,118900,3,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002804,2024-05-04 23:05:05,2024-05-04 23:05:05
PJL011372,UMK003273,2025-03-11,SALE-2025-00011372,189000,65200,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003523,2025-03-12 09:19:43,2025-03-12 09:19:43
PJL011373,UMK003619,2025-10-25,SALE-2025-00011373,996000,379900,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003869,2025-10-25 21:18:11,2025-10-25 21:18:11
PJL011374,UMK002156,2025-04-12,SALE-2025-00011374,524000,124800,4,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN002406,2025-04-12 11:38:42,2025-04-12 11:38:42
PJL011375,UMK000767,2025-05-15,SALE-2025-00011375,451500,113600,7,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001017,2025-05-15 16:47:13,2025-05-15 16:47:13
PJL011376,UMK004276,2026-01-28,SALE-2026-00011376,315000,101600,3,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004526,2026-01-29 01:39:24,2026-01-29 01:39:24
PJL011377,UMK002644,2025-05-30,SALE-2025-00011377,752000,287100,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN002894,2025-05-31 00:12:18,2025-05-31 00:12:18
PJL011378,UMK001766,2025-05-10,SALE-2025-00011378,419000,159400,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002016,2025-05-10 15:58:47,2025-05-10 15:58:47
PJL011379,UMK002308,2025-02-20,SALE-2025-00011379,79000,24600,1,Transaksi final dari rekap UMKM.,FINAL,AKUN002558,2025-02-20 02:45:03,2025-02-20 02:45:03
PJL011380,UMK003030,2025-04-10,SALE-2025-00011380,357000,180800,7,Penjualan produk utama dan produk pendukung.,FINAL,AKUN003280,2025-04-10 23:22:36,2025-04-10 23:22:36
PJL011381,UMK002966,2024-06-11,SALE-2024-00011381,698000,234500,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003216,2024-06-11 21:10:53,2024-06-11 21:10:53
PJL011382,UMK004787,2026-03-27,SALE-2026-00011382,1056500,487500,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN005037,2026-03-27 18:45:37,2026-03-27 18:45:37
PJL011383,UMK003289,2025-07-02,SALE-2025-00011383,222000,72800,6,Penjualan produk utama dan produk pendukung.,FINAL,AKUN003539,2025-07-02 13:06:05,2025-07-02 13:06:05
PJL011384,UMK001993,2025-03-21,SALE-2025-00011384,748500,184800,1,Data penjualan masuk dari pencatatan operasional UMKM.,CANCELLED,AKUN002243,2025-03-22 15:50:13,2025-03-22 19:43:13
PJL011385,UMK000463,2026-04-28,SALE-2026-00011385,47500,13000,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN000713,2026-04-29 02:19:21,2026-04-29 02:19:21
PJL011386,UMK000937,2024-08-10,SALE-2024-00011386,211000,42600,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001187,2024-08-10 21:43:38,2024-08-10 21:43:38
PJL011387,UMK003170,2026-03-09,SALE-2026-00011387,996000,212600,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003420,2026-03-10 06:15:33,2026-03-10 06:15:33
PJL011388,UMK001469,2024-03-09,SALE-2024-00011388,381500,197300,7,Penjualan harian dari kanal offline dan/atau online.,CANCELLED,AKUN001719,2024-03-09 19:49:15,2024-03-09 20:28:15
PJL011389,UMK002606,2025-04-04,SALE-2025-00011389,1069000,347400,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002856,2025-04-04 20:06:17,2025-04-04 20:06:17
PJL011390,UMK000718,2025-09-15,SALE-2025-00011390,121500,53400,1,Transaksi final dari rekap UMKM.,FINAL,AKUN000968,2025-09-15 19:12:01,2025-09-15 19:12:01
PJL011391,UMK002519,2026-01-16,SALE-2026-00011391,300000,121200,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002769,2026-01-16 18:44:19,2026-01-16 18:44:19
PJL011392,UMK001043,2025-04-26,SALE-2025-00011392,264000,72800,6,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001293,2025-04-27 04:23:33,2025-04-27 04:23:33
PJL011393,UMK001016,2024-07-30,SALE-2024-00011393,320000,81500,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001266,2024-07-31 04:16:45,2024-07-31 04:16:45
PJL011394,UMK002530,2025-10-20,SALE-2025-00011394,365000,98800,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002780,2025-10-20 15:48:11,2025-10-20 15:48:11
PJL011395,UMK002462,2026-03-01,SALE-2026-00011395,588000,263500,7,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002712,2026-03-01 21:04:25,2026-03-01 21:04:25
PJL011396,UMK002052,2024-09-13,SALE-2024-00011396,109500,25000,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002302,2024-09-14 04:21:28,2024-09-14 04:21:28
PJL011397,UMK003713,2024-05-12,SALE-2024-00011397,548000,211800,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003963,2024-05-13 07:26:45,2024-05-13 07:26:45
PJL011398,UMK000923,2024-08-11,SALE-2024-00011398,930000,372300,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001173,2024-08-12 16:01:34,2024-08-12 16:01:34
PJL011399,UMK000981,2025-11-07,SALE-2025-00011399,630000,219700,1,Transaksi final dari rekap UMKM.,FINAL,AKUN001231,2025-11-08 01:22:16,2025-11-08 01:22:16
PJL011400,UMK000481,2025-10-23,SALE-2025-00011400,44500,22700,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN000731,2025-10-23 20:59:18,2025-10-23 20:59:18
PJL011401,UMK004003,2025-07-01,SALE-2025-00011401,171000,65400,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004253,2025-07-01 17:46:38,2025-07-01 17:46:38
PJL011402,UMK003346,2025-04-09,SALE-2025-00011402,1327500,425700,15,Transaksi final dari rekap UMKM.,FINAL,AKUN003596,2025-04-09 23:03:57,2025-04-09 23:03:57
PJL011403,UMK003613,2025-09-22,SALE-2025-00011403,382000,153200,4,Rekap transaksi penjualan untuk analisis omzet.,CANCELLED,AKUN003863,2025-09-23 11:11:42,2025-09-23 12:56:42
PJL011404,UMK004493,2025-06-17,SALE-2025-00011404,315000,139600,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004743,2025-06-17 19:38:27,2025-06-17 19:38:27
PJL011405,UMK003381,2026-02-03,SALE-2026-00011405,598500,172700,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003631,2026-02-03 06:01:11,2026-02-03 06:01:11
PJL011406,UMK004512,2024-08-24,SALE-2024-00011406,169500,73400,1,Transaksi final dari rekap UMKM.,FINAL,AKUN004762,2024-08-24 23:07:03,2024-08-24 23:07:03
PJL011407,UMK000623,2026-02-18,SALE-2026-00011407,2652000,606900,4,Penjualan produk utama dan produk pendukung.,FINAL,AKUN000873,2026-02-19 01:01:17,2026-02-19 01:01:17
PJL011408,UMK004155,2025-05-19,SALE-2025-00011408,860000,350300,4,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN004405,2025-05-19 15:26:53,2025-05-19 15:26:53
PJL011409,UMK002164,2025-08-02,SALE-2025-00011409,199000,40500,2,Penjualan produk utama dan produk pendukung.,DRAFT,AKUN002414,2025-08-03 02:26:40,2025-08-03 05:27:40
PJL011410,UMK004228,2026-03-23,SALE-2026-00011410,252000,92700,3,Penjualan produk utama dan produk pendukung.,DRAFT,AKUN004478,2026-03-24 02:56:18,2026-03-24 03:31:18
PJL011411,UMK002726,2024-05-03,SALE-2024-00011411,394000,170500,4,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002976,2024-05-04 05:59:55,2024-05-04 05:59:55
PJL011412,UMK000098,2025-04-06,SALE-2025-00011412,165000,43700,10,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN000348,2025-04-07 04:45:52,2025-04-07 04:45:52
PJL011413,UMK004022,2024-10-15,SALE-2024-00011413,87000,28300,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN004272,2024-10-16 11:26:10,2024-10-16 11:26:10
PJL011414,UMK001590,2024-02-02,SALE-2024-00011414,558000,139200,3,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001840,2024-02-02 09:04:50,2024-02-02 09:04:50
PJL011415,UMK002450,2025-05-26,SALE-2025-00011415,234000,97700,6,Transaksi final dari rekap UMKM.,DRAFT,AKUN002700,2025-05-27 16:24:37,2025-05-27 18:44:37
PJL011416,UMK004206,2024-06-15,SALE-2024-00011416,302000,119700,4,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004456,2024-06-15 08:47:39,2024-06-15 08:47:39
PJL011417,UMK002795,2025-01-22,SALE-2025-00011417,314000,118700,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003045,2025-01-22 10:37:01,2025-01-22 10:37:01
PJL011418,UMK002124,2024-12-03,SALE-2024-00011418,555000,118000,6,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002374,2024-12-04 02:31:47,2024-12-04 02:31:47
PJL011419,UMK003635,2026-01-22,SALE-2026-00011419,668000,320800,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003885,2026-01-22 14:53:46,2026-01-22 14:53:46
PJL011420,UMK003193,2025-01-08,SALE-2025-00011420,802000,373900,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003443,2025-01-08 12:15:44,2025-01-08 12:15:44
PJL011421,UMK000908,2026-02-12,SALE-2026-00011421,328000,165700,2,Rekap transaksi penjualan untuk analisis omzet.,CANCELLED,AKUN001158,2026-02-12 14:00:42,2026-02-12 17:38:42
PJL011422,UMK000093,2025-08-24,SALE-2025-00011422,498000,205500,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN000343,2025-08-25 05:40:25,2025-08-25 05:40:25
PJL011423,UMK000888,2025-10-12,SALE-2025-00011423,303500,114500,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN001138,2025-10-12 02:17:33,2025-10-12 02:17:33
PJL011424,UMK004193,2026-05-16,SALE-2026-00011424,231000,72800,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004443,2026-05-16 19:38:37,2026-05-16 19:38:37
PJL011425,UMK000339,2025-03-05,SALE-2025-00011425,52000,21800,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN000589,2025-03-06 06:47:17,2025-03-06 06:47:17
PJL011426,UMK000104,2025-01-20,SALE-2025-00011426,87000,29900,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN000354,2025-01-20 22:34:43,2025-01-20 22:34:43
PJL011427,UMK001174,2024-05-06,SALE-2024-00011427,216000,66300,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001424,2024-05-06 15:21:08,2024-05-06 15:21:08
PJL011428,UMK003961,2025-04-07,SALE-2025-00011428,1038000,321900,4,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004211,2025-04-08 05:45:42,2025-04-08 05:45:42
PJL011429,UMK002162,2026-02-06,SALE-2026-00011429,225000,110800,10,Rekap transaksi penjualan untuk analisis omzet.,DRAFT,AKUN002412,2026-02-06 13:07:10,2026-02-06 16:36:10
PJL011430,UMK001135,2024-12-20,SALE-2024-00011430,109500,45300,1,Rekap transaksi penjualan untuk analisis omzet.,DRAFT,AKUN001385,2024-12-20 18:50:29,2024-12-20 19:29:29
PJL011431,UMK000775,2026-04-26,SALE-2026-00011431,1284000,573800,4,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001025,2026-04-27 05:04:57,2026-04-27 05:04:57
PJL011432,UMK002731,2025-11-07,SALE-2025-00011432,4282500,1336000,15,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002981,2025-11-08 01:28:35,2025-11-08 01:28:35
PJL011433,UMK002526,2024-07-21,SALE-2024-00011433,121500,44600,9,Transaksi final dari rekap UMKM.,FINAL,AKUN002776,2024-07-21 23:08:41,2024-07-21 23:08:41
PJL011434,UMK000050,2024-03-04,SALE-2024-00011434,99000,24000,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN000300,2024-03-05 06:32:07,2024-03-05 06:32:07
PJL011435,UMK000352,2024-07-28,SALE-2024-00011435,145000,26800,10,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN000602,2024-07-28 14:41:28,2024-07-28 14:41:28
PJL011436,UMK003643,2024-07-11,SALE-2024-00011436,1441500,732800,3,Transaksi final dari rekap UMKM.,FINAL,AKUN003893,2024-07-11 20:27:59,2024-07-11 20:27:59
PJL011437,UMK001399,2024-04-08,SALE-2024-00011437,77500,34800,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN001649,2024-04-08 23:04:56,2024-04-08 23:04:56
PJL011438,UMK000050,2025-05-30,SALE-2025-00011438,198000,93600,11,Penjualan produk utama dan produk pendukung.,FINAL,AKUN000300,2025-05-31 15:31:29,2025-05-31 15:31:29
PJL011439,UMK000824,2025-04-21,SALE-2025-00011439,193500,38800,9,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001074,2025-04-21 09:54:26,2025-04-21 09:54:26
PJL011440,UMK004011,2025-01-16,SALE-2025-00011440,432500,95700,5,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004261,2025-01-16 19:33:21,2025-01-16 19:33:21
PJL011441,UMK002955,2025-08-29,SALE-2025-00011441,452500,119100,1,Transaksi final dari rekap UMKM.,FINAL,AKUN003205,2025-08-29 17:21:49,2025-08-29 17:21:49
PJL011442,UMK001105,2026-04-01,SALE-2026-00011442,858500,178800,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001355,2026-04-01 17:21:00,2026-04-01 17:21:00
PJL011443,UMK002360,2024-07-08,SALE-2024-00011443,184500,54100,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002610,2024-07-08 23:30:07,2024-07-08 23:30:07
PJL011444,UMK004223,2024-08-10,SALE-2024-00011444,292000,63400,4,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004473,2024-08-10 22:43:26,2024-08-10 22:43:26
PJL011445,UMK004713,2024-05-26,SALE-2024-00011445,425000,198300,5,Penjualan harian dari kanal offline dan/atau online.,DRAFT,AKUN004963,2024-05-27 01:27:12,2024-05-27 03:02:12
PJL011446,UMK000442,2025-09-02,SALE-2025-00011446,472500,240500,7,Penjualan produk utama dan produk pendukung.,CANCELLED,AKUN000692,2025-09-02 18:15:12,2025-09-02 20:15:12
PJL011447,UMK000464,2025-05-09,SALE-2025-00011447,333000,79800,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN000714,2025-05-09 13:20:37,2025-05-09 13:20:37
PJL011448,UMK004331,2024-09-21,SALE-2024-00011448,1304000,505300,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004581,2024-09-22 02:20:39,2024-09-22 02:20:39
PJL011449,UMK004599,2025-08-16,SALE-2025-00011449,1298000,333200,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004849,2025-08-16 18:42:50,2025-08-16 18:42:50
PJL011450,UMK004589,2025-06-25,SALE-2025-00011450,399000,132500,7,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004839,2025-06-26 03:14:01,2025-06-26 03:14:01
PJL011451,UMK004140,2025-06-22,SALE-2025-00011451,1057000,403300,2,Transaksi final dari rekap UMKM.,FINAL,AKUN004390,2025-06-22 20:48:55,2025-06-22 20:48:55
PJL011452,UMK003224,2024-12-07,SALE-2024-00011452,360500,83600,7,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003474,2024-12-08 15:39:49,2024-12-08 15:39:49
PJL011453,UMK003777,2024-05-16,SALE-2024-00011453,586000,228700,4,Penjualan produk utama dan produk pendukung.,DRAFT,AKUN004027,2024-05-17 03:32:59,2024-05-17 06:39:59
PJL011454,UMK001790,2026-02-12,SALE-2026-00011454,209000,48800,11,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN002040,2026-02-13 07:30:47,2026-02-13 07:30:47
PJL011455,UMK003497,2024-11-07,SALE-2024-00011455,456000,194800,3,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003747,2024-11-07 05:40:08,2024-11-07 05:40:08
PJL011456,UMK001365,2026-04-17,SALE-2026-00011456,48000,22600,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001615,2026-04-17 10:27:26,2026-04-17 10:27:26
PJL011457,UMK004183,2024-09-19,SALE-2024-00011457,544000,217600,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004433,2024-09-19 06:50:07,2024-09-19 06:50:07
PJL011458,UMK004826,2024-11-07,SALE-2024-00011458,519000,116200,6,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN005076,2024-11-07 23:12:40,2024-11-07 23:12:40
PJL011459,UMK000244,2026-05-10,SALE-2026-00011459,4166000,1708500,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN000494,2026-05-11 00:26:46,2026-05-11 00:26:46
PJL011460,UMK003371,2025-05-17,SALE-2025-00011460,638000,298900,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003621,2025-05-18 04:19:54,2025-05-18 04:19:54
PJL011461,UMK001141,2025-05-05,SALE-2025-00011461,490000,89800,5,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001391,2025-05-06 00:36:32,2025-05-06 00:36:32
PJL011462,UMK004942,2026-05-29,SALE-2026-00011462,199500,92800,1,Penjualan harian dari kanal offline dan/atau online.,CANCELLED,AKUN005192,2026-05-29 06:45:25,2026-05-29 07:21:25
PJL011463,UMK000818,2025-01-06,SALE-2025-00011463,170000,58800,5,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001068,2025-01-06 10:11:40,2025-01-06 10:11:40
PJL011464,UMK003655,2025-06-17,SALE-2025-00011464,726500,314500,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN003905,2025-06-18 00:33:55,2025-06-18 00:33:55
PJL011465,UMK001998,2026-03-21,SALE-2026-00011465,520000,154900,4,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002248,2026-03-21 12:47:30,2026-03-21 12:47:30
PJL011466,UMK001504,2026-03-28,SALE-2026-00011466,95000,34500,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001754,2026-03-28 20:29:35,2026-03-28 20:29:35
PJL011467,UMK001351,2025-06-19,SALE-2025-00011467,168000,33100,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001601,2025-06-20 00:16:32,2025-06-20 00:16:32
PJL011468,UMK003205,2024-11-30,SALE-2024-00011468,317000,87200,2,Transaksi final dari rekap UMKM.,FINAL,AKUN003455,2024-11-30 10:01:17,2024-11-30 10:01:17
PJL011469,UMK003768,2024-09-13,SALE-2024-00011469,723000,320800,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN004018,2024-09-14 06:09:47,2024-09-14 06:09:47
PJL011470,UMK000554,2024-03-05,SALE-2024-00011470,204000,59000,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN000804,2024-03-05 20:32:47,2024-03-05 20:32:47
PJL011471,UMK000829,2024-06-16,SALE-2024-00011471,1581000,803500,1,Transaksi final dari rekap UMKM.,FINAL,AKUN001079,2024-06-17 02:39:01,2024-06-17 02:39:01
PJL011472,UMK003289,2025-07-24,SALE-2025-00011472,222000,51900,6,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003539,2025-07-24 15:23:06,2025-07-24 15:23:06
PJL011473,UMK002370,2024-02-15,SALE-2024-00011473,274000,90300,2,Transaksi final dari rekap UMKM.,FINAL,AKUN002620,2024-02-16 01:10:39,2024-02-16 01:10:39
PJL011474,UMK003630,2025-10-15,SALE-2025-00011474,255000,93300,5,Transaksi final dari rekap UMKM.,FINAL,AKUN003880,2025-10-16 16:54:47,2025-10-16 16:54:47
PJL011475,UMK003073,2024-06-28,SALE-2024-00011475,455000,127100,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003323,2024-06-28 18:33:19,2024-06-28 18:33:19
PJL011476,UMK004256,2024-06-22,SALE-2024-00011476,127000,28000,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN004506,2024-06-22 20:38:38,2024-06-22 20:38:38
PJL011477,UMK002024,2024-12-19,SALE-2024-00011477,244500,118700,3,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002274,2024-12-19 22:14:06,2024-12-19 22:14:06
PJL011478,UMK002492,2026-02-21,SALE-2026-00011478,579000,123800,3,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002742,2026-02-22 11:35:35,2026-02-22 11:35:35
PJL011479,UMK003123,2025-05-15,SALE-2025-00011479,420000,143200,3,Rekap transaksi penjualan untuk analisis omzet.,CANCELLED,AKUN003373,2025-05-16 01:30:18,2025-05-16 02:34:18
PJL011480,UMK002326,2025-04-15,SALE-2025-00011480,1433000,465300,2,Data penjualan masuk dari pencatatan operasional UMKM.,CANCELLED,AKUN002576,2025-04-16 08:46:27,2025-04-16 12:36:27
PJL011481,UMK003134,2025-11-29,SALE-2025-00011481,459000,148700,6,Transaksi final dari rekap UMKM.,FINAL,AKUN003384,2025-11-29 02:09:10,2025-11-29 02:09:10
PJL011482,UMK001848,2025-02-01,SALE-2025-00011482,305000,73900,2,Penjualan produk utama dan produk pendukung.,CANCELLED,AKUN002098,2025-02-01 21:23:01,2025-02-01 22:14:01
PJL011483,UMK002927,2024-05-20,SALE-2024-00011483,667000,320400,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003177,2024-05-21 08:56:30,2024-05-21 08:56:30
PJL011484,UMK002600,2024-12-31,SALE-2024-00011484,66500,34300,7,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002850,2024-12-31 19:07:45,2024-12-31 19:07:45
PJL011485,UMK002532,2024-08-16,SALE-2024-00011485,108000,42400,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002782,2024-08-16 03:32:34,2024-08-16 03:32:34
PJL011486,UMK001200,2024-07-13,SALE-2024-00011486,204000,81700,6,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN001450,2024-07-13 21:38:38,2024-07-13 21:38:38
PJL011487,UMK004319,2026-03-16,SALE-2026-00011487,342000,81400,4,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004569,2026-03-16 13:06:48,2026-03-16 13:06:48
