penjualan_item_id,penjualan_id,produk_id,nama_produk_snapshot,harga_satuan_snapshot,jumlah,created_at
PJI006461,PJL006461,PRD012684,Sambal Bawang,125500,3,2024-09-17 08:00:23
PJI006462,PJL006462,PRD014250,Tas Rajut,395500,4,2025-03-28 12:12:05
PJI006463,PJL006463,PRD018305,Produk Rajut,112000,4,2024-05-17 20:28:09
PJI006464,PJL006464,PRD008900,Perlengkapan Warung,39000,7,2025-08-20 01:44:37
PJI006465,PJL006465,PRD003251,Snack Mix,134000,2,2024-04-10 10:12:50
PJI006466,PJL006466,PRD017285,Body Scrub,72500,6,2024-05-21 23:22:12
PJI006467,PJL006467,PRD009392,Keripik Pisang,73000,6,2024-05-29 17:56:41
PJI006468,PJL006468,PRD001246,Kotak Hampers,109000,4,2026-03-08 02:13:03
PJI006469,PJL006469,PRD003806,Kemeja Batik,66500,3,2025-02-10 12:00:21
PJI006470,PJL006470,PRD018920,Aromaterapi,40500,7,2025-11-07 10:41:59
PJI006471,PJL006471,PRD007700,Aneka Donat,21500,10,2025-08-04 04:28:16
PJI006472,PJL006472,PRD003635,Aksesori HP,306000,3,2026-01-07 06:45:13
PJI006473,PJL006473,PRD004785,Kemeja Batik,292000,1,2026-02-18 06:37:24
PJI006474,PJL006474,PRD001643,Kotak Hampers,296000,3,2024-10-29 15:20:29
PJI006475,PJL006475,PRD005788,Paket Hampers,97000,5,2024-03-28 02:59:27
PJI006476,PJL006476,PRD005960,Abon Sapi,112000,4,2025-09-09 01:02:48
PJI006477,PJL006477,PRD014099,Totebag Kanvas,396000,2,2024-09-02 19:06:08
PJI006478,PJL006478,PRD009436,Scarf Motif,72500,5,2024-07-20 05:04:50
PJI006479,PJL006479,PRD010736,Hair Tonic Herbal,154500,2,2024-06-18 02:07:35
PJI006480,PJL006480,PRD011938,Jasa Admin Marketplace,356000,2,2025-07-23 03:19:10
PJI006481,PJL006481,PRD010937,Paket Sembako,272000,3,2026-02-05 12:31:25
PJI006482,PJL006482,PRD011836,Paket Foto Produk,966000,1,2025-09-11 00:51:47
PJI006483,PJL006483,PRD000268,Telur Asin,63500,6,2026-05-20 14:19:45
PJI006484,PJL006484,PRD019381,Gula Aren,11500,3,2025-04-13 22:53:32
PJI006485,PJL006485,PRD000571,Sandal Kulit,422500,3,2025-08-26 04:01:13
PJI006486,PJL006486,PRD006738,Miniatur Wayang,683500,1,2026-01-22 15:58:37
PJI006487,PJL006487,PRD005038,Roti Pisang,80000,4,2024-11-10 03:13:35
PJI006488,PJL006488,PRD004206,Servis AC Rumahan,119500,20,2025-07-02 02:36:29
PJI006489,PJL006489,PRD012325,Jasa Cleaning,891000,2,2025-03-11 05:30:18
PJI006490,PJL006490,PRD016491,Hijab Motif,206500,2,2026-04-06 18:14:46
PJI006491,PJL006491,PRD001619,Pouch Batik,544000,2,2024-10-27 06:55:39
PJI006492,PJL006492,PRD001386,Katalog Interaktif,1872500,1,2024-06-28 14:35:21
PJI006493,PJL006493,PRD017485,Wedang Uwuh,50000,1,2024-06-27 13:58:12
PJI006494,PJL006494,PRD013482,Kacang Bawang,96500,1,2025-10-18 07:03:42
PJI006495,PJL006495,PRD010944,Pempek Frozen,174500,1,2024-11-08 19:17:20
PJI006496,PJL006496,PRD019717,Seragam Komunitas,274000,3,2025-09-14 10:35:58
PJI006497,PJL006497,PRD018057,Roti Pisang,8500,6,2024-06-01 22:14:56
PJI006498,PJL006498,PRD017326,Keripik Pisang,198000,2,2025-08-28 19:45:52
PJI006499,PJL006499,PRD011137,Jasa Jahit Permak,1385000,2,2025-03-16 20:07:58
PJI006500,PJL006500,PRD007516,Gantungan Kunci,347500,3,2025-06-24 22:04:53
PJI006501,PJL006501,PRD012911,Dress Casual,435000,4,2025-05-18 14:14:04
PJI006502,PJL006502,PRD001134,Jasa Reparasi Tas,715000,2,2026-03-19 09:24:38
PJI006503,PJL006503,PRD011514,Blouse Batik,236500,4,2025-07-08 07:18:24
PJI006504,PJL006504,PRD000674,Souvenir Pernikahan,294500,2,2025-10-20 17:19:38
PJI006505,PJL006505,PRD010486,Frame Foto Kayu,466000,4,2026-01-22 05:48:08
PJI006506,PJL006506,PRD018002,Servis Elektronik,612000,2,2025-04-20 12:45:51
PJI006507,PJL006507,PRD004811,Jasa Jahit Permak,365500,4,2025-10-23 18:55:53
PJI006508,PJL006508,PRD003608,Paket Catering Event,614500,2,2025-02-21 10:20:22
PJI006509,PJL006509,PRD019474,Totebag Kanvas,362000,4,2025-02-21 07:16:05
PJI006510,PJL006510,PRD014664,Blouse Batik,309000,3,2025-11-06 02:00:55
PJI006511,PJL006511,PRD003689,Wedang Uwuh,100500,4,2025-02-22 16:12:49
PJI006512,PJL006512,PRD019192,Dompet Kulit,404500,3,2025-01-04 01:20:46
PJI006513,PJL006513,PRD004668,Kue Kering,171500,1,2024-09-14 16:52:21
PJI006514,PJL006514,PRD018666,Jasa Optimasi Google Business,1228500,2,2025-10-31 23:27:26
PJI006515,PJL006515,PRD018625,Paket Alat Kebersihan,580000,2,2024-06-08 23:52:13
PJI006516,PJL006516,PRD007158,Jasa Desain Logo,694500,2,2025-12-18 07:27:07
PJI006517,PJL006517,PRD019398,Outer Tenun,42000,2,2025-06-10 20:20:28
PJI006518,PJL006518,PRD006145,Servis Elektronik,38000,2,2026-05-08 15:09:55
PJI006519,PJL006519,PRD016285,Sepatu Kulit,402500,1,2024-09-03 01:38:30
PJI006520,PJL006520,PRD017850,Konsultasi UMKM,616000,1,2025-07-29 07:50:39
PJI006521,PJL006521,PRD006742,Tempat Tisu Kayu,121500,4,2024-11-29 15:25:38
PJI006522,PJL006522,PRD006779,Tas Rajut,235500,4,2026-01-07 18:38:39
PJI006523,PJL006523,PRD017699,Outer Tenun,264500,1,2024-10-29 19:03:14
PJI006524,PJL006524,PRD009487,Mukena Travel,123500,1,2025-01-19 10:55:48
PJI006525,PJL006525,PRD010948,Minuman Kemasan,380000,4,2025-04-17 15:01:33
PJI006526,PJL006526,PRD013124,Paket Catering Event,886000,1,2026-04-24 12:25:08
PJI006527,PJL006527,PRD016023,Minyak Rambut,109000,4,2026-04-09 21:47:09
PJI006528,PJL006528,PRD011664,Hampers UMKM,449000,3,2024-04-16 22:55:47
PJI006529,PJL006529,PRD005452,Lulur Tradisional,192500,1,2026-04-14 08:04:42
PJI006530,PJL006530,PRD006411,Bundling Produk Rumah Tangga,275000,4,2025-04-29 19:34:28
PJI006531,PJL006531,PRD003592,Krupuk Ikan,35000,7,2025-08-26 04:06:59
PJI006532,PJL006532,PRD018157,Sambal Bawang,96000,1,2025-07-05 05:34:40
PJI006533,PJL006533,PRD019037,Jasa Optimasi Google Business,131500,3,2024-07-27 00:53:26
PJI006534,PJL006534,PRD015868,Pupuk Organik,129500,4,2025-08-30 02:11:47
PJI006535,PJL006535,PRD015960,Kotak Hampers,492000,20,2024-09-29 12:29:05
PJI006536,PJL006536,PRD016495,Tas Rajut,386000,2,2024-04-05 22:44:21
PJI006537,PJL006537,PRD003745,Pastel Frozen,39500,3,2026-05-16 08:50:17
PJI006538,PJL006538,PRD010925,Bumbu Pecel,90000,4,2024-01-24 04:54:10
PJI006539,PJL006539,PRD006918,Tas Rajut,176500,4,2024-12-04 18:15:42
PJI006540,PJL006540,PRD010595,Kacang Bawang,16000,1,2025-02-28 04:39:05
PJI006541,PJL006541,PRD001593,Lip Balm Natural,127000,4,2024-09-11 12:45:58
PJI006542,PJL006542,PRD018480,Seragam Komunitas,479000,4,2025-04-23 20:21:53
PJI006543,PJL006543,PRD004634,Anyaman Bambu,288500,4,2024-12-05 17:39:34
PJI006544,PJL006544,PRD000272,Roti Pisang,120500,4,2026-05-23 14:41:37
PJI006545,PJL006545,PRD014993,Konsultasi Pembukuan,104000,2,2025-03-02 11:02:26
PJI006546,PJL006546,PRD013223,Jasa Kelola Instagram,298000,3,2026-03-25 18:08:14
PJI006547,PJL006547,PRD016886,Landing Page UMKM,2596500,2,2025-07-27 14:41:31
PJI006548,PJL006548,PRD004507,Jasa Cleaning,1132000,2,2026-04-07 19:54:02
PJI006549,PJL006549,PRD019760,Dimsum Ayam,102500,3,2025-01-17 14:08:21
PJI006550,PJL006550,PRD016628,Perlengkapan Warung,584000,1,2026-05-19 13:17:36
PJI006551,PJL006551,PRD016262,Lilin Aromaterapi,159000,4,2026-03-02 14:01:22
PJI006552,PJL006552,PRD019814,Aksesori HP,322000,3,2024-12-09 21:01:43
PJI006553,PJL006553,PRD001267,Hair Tonic Herbal,26000,5,2024-10-26 17:08:50
PJI006554,PJL006554,PRD006504,Lilin Aromaterapi,539000,2,2024-02-02 13:38:27
PJI006555,PJL006555,PRD013456,Keripik Pisang,227000,2,2025-07-04 04:23:23
PJI006556,PJL006556,PRD008888,Rengginang Gurih,46500,25,2025-01-15 18:01:11
PJI006557,PJL006557,PRD000843,Kopi Susu Botol,103000,4,2025-04-01 13:04:20
PJI006558,PJL006558,PRD016500,Mukena Travel,257500,2,2026-01-10 03:50:27
PJI006559,PJL006559,PRD000587,Paket Foto Produk,354000,2,2026-01-10 18:02:56
PJI006560,PJL006560,PRD018627,Paket Hampers,72500,6,2026-05-18 10:58:48
PJI006561,PJL006561,PRD004071,Tas Rajut,108000,4,2024-09-22 00:14:24
PJI006562,PJL006562,PRD017820,Jasa Cleaning,515500,2,2024-04-10 09:51:55
PJI006563,PJL006563,PRD007448,Gula Aren,12500,9,2024-10-08 07:34:54
PJI006564,PJL006564,PRD013676,Outer Tenun,381500,1,2025-04-30 18:18:39
PJI006565,PJL006565,PRD013762,Tempat Tisu Kayu,166000,4,2024-02-23 21:19:56
PJI006566,PJL006566,PRD015750,Lumpia Frozen,27500,7,2025-05-15 05:03:03
PJI006567,PJL006567,PRD015095,Hijab Motif,180500,4,2025-10-08 21:48:55
PJI006568,PJL006568,PRD006165,Krupuk Ikan,29500,4,2025-12-08 04:25:39
PJI006569,PJL006569,PRD018903,Anyaman Bambu,435000,4,2024-06-27 15:15:17
PJI006570,PJL006570,PRD015729,Frozen Food,32000,4,2025-02-16 15:08:53
PJI006571,PJL006571,PRD007958,Paket Reels Produk,2195000,2,2024-09-17 13:46:56
PJI006572,PJL006572,PRD003772,Jasa Reparasi Tas,356000,4,2024-04-11 16:02:44
PJI006573,PJL006573,PRD018959,Jasa Reparasi Tas,987500,5,2024-11-08 18:22:26
PJI006574,PJL006574,PRD003549,Nasi Box,46500,1,2025-07-11 02:01:19
PJI006575,PJL006575,PRD013899,Laundry Kiloan,236500,4,2025-03-01 09:06:02
PJI006576,PJL006576,PRD015264,Kacang Bawang,133500,2,2025-05-13 17:10:27
PJI006577,PJL006577,PRD006473,Paket Hampers,102000,4,2025-12-10 22:12:23
PJI006578,PJL006578,PRD011263,Kursus Privat,101000,3,2024-06-19 16:58:54
PJI006579,PJL006579,PRD008211,Krupuk Ikan,93000,1,2026-01-25 04:46:26
PJI006580,PJL006580,PRD002369,Beras Organik,15000,10,2025-11-14 05:31:35
PJI006581,PJL006581,PRD018856,Pempek Frozen,30500,1,2024-08-17 23:10:19
PJI006582,PJL006582,PRD015688,Kerajinan Kayu,368500,3,2025-08-24 21:55:21
PJI006583,PJL006583,PRD007554,Hijab Motif,371000,4,2026-04-13 15:55:33
PJI006584,PJL006584,PRD010462,Paket Sembako,659000,2,2024-10-27 16:47:12
PJI006585,PJL006585,PRD001817,Jasa Kelola Instagram,1086000,2,2026-04-12 18:19:00
PJI006586,PJL006586,PRD003316,Susu Kambing Bubuk,223500,3,2025-07-02 10:44:44
PJI006587,PJL006587,PRD003577,Susu Kambing Bubuk,140500,1,2024-02-15 10:27:58
PJI006588,PJL006588,PRD016080,Perlengkapan Rumah,159000,4,2024-04-26 13:48:37
PJI006589,PJL006589,PRD017755,Pupuk Organik,116500,1,2025-04-16 16:19:28
PJI006590,PJL006590,PRD017996,Snack Mix,19500,7,2026-03-28 20:18:59
PJI006591,PJL006591,PRD009775,Blouse Batik,311000,8,2025-07-03 21:39:44
PJI006592,PJL006592,PRD015401,Teh Herbal,81500,1,2025-05-16 01:26:24
PJI006593,PJL006593,PRD010247,Minuman Kemasan,710500,2,2024-10-06 14:10:49
PJI006594,PJL006594,PRD013512,Keripik Singkong,113500,1,2026-03-20 19:47:27
PJI006595,PJL006595,PRD003400,Roti Pisang,86000,10,2024-07-11 01:01:55
PJI006596,PJL006596,PRD002034,Laundry Kiloan,692000,1,2024-02-05 06:32:59
PJI006597,PJL006597,PRD000830,Masker Wajah,79000,3,2025-04-21 05:17:38
PJI006598,PJL006598,PRD007375,Nasi Box,31500,4,2024-06-30 23:06:57
PJI006599,PJL006599,PRD017406,Tas Rajut,275000,1,2024-03-24 15:14:50
PJI006600,PJL006600,PRD017613,Perlengkapan Warung,685500,1,2024-06-15 14:26:29
PJI006601,PJL006601,PRD015691,Landing Page UMKM,1603500,1,2025-12-22 15:01:07
PJI006602,PJL006602,PRD003843,Jasa Jahit Permak,241500,1,2024-06-21 08:33:03
PJI006603,PJL006603,PRD011048,Aksesori HP,177000,2,2024-06-28 11:37:34
PJI006604,PJL006604,PRD001465,Krupuk Ikan,37000,7,2024-04-10 20:04:18
PJI006605,PJL006605,PRD017025,Desain Feed,662000,1,2025-06-18 07:39:40
PJI006606,PJL006606,PRD013719,Bumbu Pecel,33000,6,2026-02-04 01:33:50
PJI006607,PJL006607,PRD018550,Pouch Batik,289000,1,2025-04-25 04:55:25
PJI006608,PJL006608,PRD000583,Body Scrub,125500,4,2026-05-13 20:11:58
PJI006609,PJL006609,PRD004320,Perlengkapan Warung,39500,3,2024-09-08 23:00:20
PJI006610,PJL006610,PRD012935,Lumpia Frozen,72500,7,2025-12-28 11:51:51
PJI006611,PJL006611,PRD015502,Rengginang Gurih,164000,2,2025-09-12 22:39:59
PJI006612,PJL006612,PRD018055,Gula Aren,164000,4,2024-05-18 11:40:00
PJI006613,PJL006613,PRD004330,Sabun Herbal,131500,2,2024-06-30 18:03:52
PJI006614,PJL006614,PRD010669,Shampoo Herbal,171000,3,2024-07-25 14:46:19
PJI006615,PJL006615,PRD013459,Gantungan Kunci,214000,3,2026-03-02 20:52:22
PJI006616,PJL006616,PRD017362,Landing Page UMKM,667000,1,2024-04-02 23:38:05
PJI006617,PJL006617,PRD017632,Aplikasi Kasir Sederhana,931500,2,2024-07-20 23:30:02
PJI006618,PJL006618,PRD011249,Roti Pisang,85000,2,2024-02-21 20:18:39
PJI006619,PJL006619,PRD005102,Vas Anyaman,510000,2,2024-10-10 01:28:01
PJI006620,PJL006620,PRD000008,Aneka Donat,78500,3,2024-01-31 07:16:59
PJI006621,PJL006621,PRD006602,Dress Casual,112500,3,2024-12-05 04:50:43
PJI006622,PJL006622,PRD004947,Lumpia Frozen,99500,6,2025-08-08 11:37:57
PJI006623,PJL006623,PRD018477,Jasa Cleaning,736500,2,2025-04-06 21:16:25
PJI006624,PJL006624,PRD019505,Bakpia Mini,26500,5,2024-06-05 13:41:19
PJI006625,PJL006625,PRD000889,Serum Herbal,29500,2,2024-09-28 11:16:17
PJI006626,PJL006626,PRD017659,Paket Sembako,166000,3,2025-04-09 15:43:33
PJI006627,PJL006627,PRD003972,Beras Organik,146500,4,2026-02-22 05:13:44
PJI006628,PJL006628,PRD000784,Sayur Hidroponik,28500,3,2024-06-07 06:13:46
PJI006629,PJL006629,PRD001563,Kue Kering,158000,2,2024-02-18 12:16:28
PJI006630,PJL006630,PRD008424,Anyaman Bambu,462000,3,2026-02-11 13:40:25
PJI006631,PJL006631,PRD008124,Roti Pisang,117500,8,2024-02-14 22:27:57
PJI006632,PJL006632,PRD011746,Hijab Motif,84000,5,2026-02-07 04:03:33
PJI006633,PJL006633,PRD017368,Paket Dokumentasi Produk,381000,2,2026-03-30 06:28:56
PJI006634,PJL006634,PRD003677,Nasi Box,70500,2,2025-08-07 23:12:09
PJI006635,PJL006635,PRD006034,Sambal Cabai Kering,265500,9,2024-06-11 02:04:27
PJI006636,PJL006636,PRD010282,Kacang Bawang,120500,4,2025-01-23 13:25:47
PJI006637,PJL006637,PRD001470,Sabun Herbal,61000,4,2026-05-13 06:53:10
PJI006638,PJL006638,PRD009435,Batik Tulis,276000,4,2025-01-21 02:27:28
PJI006639,PJL006639,PRD003964,Masker Wajah,40000,2,2024-09-19 05:00:10
PJI006640,PJL006640,PRD014068,Paket Alat Kebersihan,142000,3,2025-03-06 02:18:27
PJI006641,PJL006641,PRD002664,Nasi Box,93000,3,2025-02-18 07:02:57
PJI006642,PJL006642,PRD004165,Wedang Uwuh,33000,6,2024-06-19 22:51:54
PJI006643,PJL006643,PRD009111,Paket Snack Kantor,24500,3,2025-03-19 05:45:51
PJI006644,PJL006644,PRD006305,Template Konten,1131000,2,2025-09-27 20:18:28
PJI006645,PJL006645,PRD001413,Paket Reels Produk,1963000,4,2026-03-07 10:59:27
PJI006646,PJL006646,PRD006151,Landing Page UMKM,649500,2,2024-06-19 09:50:27
PJI006647,PJL006647,PRD016125,Keripik Pisang,152000,15,2025-05-24 21:07:30
PJI006648,PJL006648,PRD012160,Dompet Kulit,195500,2,2024-08-27 23:25:49
PJI006649,PJL006649,PRD006760,Wedang Uwuh,77500,1,2025-10-11 08:58:33
PJI006650,PJL006650,PRD012380,Tempat Tisu Kayu,547000,2,2024-11-12 21:34:42
PJI006651,PJL006651,PRD016002,Lip Balm Natural,122000,2,2024-03-09 17:10:59
PJI006652,PJL006652,PRD019708,Template Invoice Digital,199500,1,2026-02-09 19:26:02
PJI006653,PJL006653,PRD008634,Snack Mix,30500,1,2024-04-26 18:22:47
PJI006654,PJL006654,PRD010645,Anyaman Bambu,412000,1,2025-06-17 11:57:35
PJI006655,PJL006655,PRD008628,Blouse Batik,247500,3,2026-01-24 07:14:38
PJI006656,PJL006656,PRD013614,Brownies Kukus,58000,6,2025-05-29 06:00:13
PJI006657,PJL006657,PRD017402,Jasa Cleaning,275000,2,2025-04-20 01:56:28
PJI006658,PJL006658,PRD019171,Mukena Travel,127000,3,2025-08-25 04:28:22
PJI006659,PJL006659,PRD014902,Frozen Food,28500,7,2025-04-27 06:40:26
PJI006660,PJL006660,PRD005357,Sabun Herbal,72500,6,2025-09-21 13:53:45
PJI006661,PJL006661,PRD016012,Lulur Tradisional,123000,1,2025-07-19 06:09:27
PJI006662,PJL006662,PRD010254,Pouch Batik,286500,4,2025-09-01 10:45:07
PJI006663,PJL006663,PRD013305,Aplikasi Kasir Sederhana,542000,2,2025-05-27 06:49:49
PJI006664,PJL006664,PRD012730,Konsultasi Pembukuan,497500,2,2024-11-07 05:01:04
PJI006665,PJL006665,PRD017558,Desain Feed,2033000,2,2026-01-26 10:56:21
PJI006666,PJL006666,PRD008262,Produk Konsinyasi Lokal,619500,1,2025-01-29 07:33:39
PJI006667,PJL006667,PRD007954,Bumbu Pecel,103000,4,2025-04-30 12:27:39
PJI006668,PJL006668,PRD007089,Landing Page UMKM,889500,1,2025-05-19 02:05:48
PJI006669,PJL006669,PRD016733,Keripik Singkong,132500,3,2024-12-07 18:19:25
PJI006670,PJL006670,PRD005274,Keripik Pisang,37500,7,2025-08-17 05:46:49
PJI006671,PJL006671,PRD017440,Jasa Jahit Permak,664500,2,2025-04-06 10:46:59
PJI006672,PJL006672,PRD014908,Lulur Tradisional,82500,7,2026-03-10 10:53:19
PJI006673,PJL006673,PRD007231,Paket Hampers,482000,3,2025-06-06 17:04:39
PJI006674,PJL006674,PRD003596,Bakpia Mini,75500,6,2026-02-12 02:53:45
PJI006675,PJL006675,PRD012392,Pempek Frozen,92500,1,2025-05-29 02:26:35
PJI006676,PJL006676,PRD012771,Aplikasi Kasir Sederhana,840000,2,2024-09-03 14:06:16
PJI006677,PJL006677,PRD016512,Pastel Frozen,160000,2,2026-01-19 19:41:36
PJI006678,PJL006678,PRD019080,Jasa Desain Logo,867000,2,2024-05-05 05:59:27
PJI006679,PJL006679,PRD006680,Aksesori HP,190000,2,2025-01-21 04:09:23
PJI006680,PJL006680,PRD000977,Frozen Food,31500,3,2026-02-22 11:26:58
PJI006681,PJL006681,PRD009613,Krupuk Ikan,70000,3,2025-07-23 09:11:28
PJI006682,PJL006682,PRD017041,Paket Dokumentasi Produk,313500,2,2025-01-31 08:14:12
PJI006683,PJL006683,PRD003172,Kotak Hampers,173000,1,2024-07-31 15:21:53
PJI006684,PJL006684,PRD015254,Perlengkapan Rumah,653000,1,2025-09-11 03:30:32
PJI006685,PJL006685,PRD017208,Susu Kambing Bubuk,214500,3,2025-11-14 21:35:28
PJI006686,PJL006686,PRD008882,Roti Pisang,31500,2,2025-09-19 11:08:56
PJI006687,PJL006687,PRD004789,Jasa Desain Logo,1689000,1,2025-05-08 05:09:13
PJI006688,PJL006688,PRD012148,Nasi Box,92000,15,2025-02-28 08:34:46
PJI006689,PJL006689,PRD004624,Sabun Herbal,137000,3,2024-11-05 15:04:49
PJI006690,PJL006690,PRD004471,Jasa Kelola Instagram,921500,2,2026-04-10 05:27:10
PJI006691,PJL006691,PRD006928,Outer Tenun,321500,4,2026-01-27 07:27:19
PJI006692,PJL006692,PRD018768,Serum Herbal,47000,5,2025-07-19 10:43:35
PJI006693,PJL006693,PRD014399,Paket Snack Kantor,254000,2,2024-10-27 23:05:00
PJI006694,PJL006694,PRD006312,Brownies Kukus,108500,2,2025-06-20 12:07:42
PJI006695,PJL006695,PRD006962,Sambal Bawang,103500,3,2025-08-17 13:51:41
PJI006696,PJL006696,PRD000126,Lip Balm Natural,119500,2,2025-09-26 03:33:17
PJI006697,PJL006697,PRD013291,Hijab Motif,62500,3,2024-03-14 00:22:03
PJI006698,PJL006698,PRD003618,Paket Dokumentasi Produk,558500,2,2025-09-20 04:05:55
PJI006699,PJL006699,PRD013796,Produk Konsinyasi Lokal,91500,5,2025-08-25 06:09:35
PJI006700,PJL006700,PRD012665,Susu Kambing Bubuk,234500,3,2024-05-05 08:22:14
PJI006701,PJL006701,PRD016792,Konsultasi UMKM,809000,2,2025-06-25 21:00:06
PJI006702,PJL006702,PRD005884,Paket Hampers,240500,1,2024-12-01 09:50:35
PJI006703,PJL006703,PRD010367,Teh Herbal,17500,10,2025-05-01 20:48:06
PJI006704,PJL006704,PRD006489,Jahe Merah Instan,57500,5,2024-11-21 12:19:56
PJI006705,PJL006705,PRD012461,Sari Lemon,251000,1,2024-12-26 18:10:05
PJI006706,PJL006706,PRD011223,Kopi Susu Botol,172500,3,2024-09-22 22:58:05
PJI006707,PJL006707,PRD003762,Bakpia Mini,25000,4,2025-05-03 08:20:27
PJI006708,PJL006708,PRD001474,Kopi Susu Botol,92500,3,2026-02-05 04:45:47
PJI006709,PJL006709,PRD017027,Jamur Tiram,121500,1,2025-10-08 21:42:00
PJI006710,PJL006710,PRD010551,Kopi Susu Botol,67500,5,2024-01-29 06:52:11
PJI006711,PJL006711,PRD002377,Bakpia Mini,70500,1,2025-12-28 11:05:26
PJI006712,PJL006712,PRD003944,Sirup Jahe,12000,8,2024-07-22 03:44:29
PJI006713,PJL006713,PRD006201,Pastel Frozen,54500,7,2024-11-27 13:46:39
PJI006714,PJL006714,PRD000447,Beras Organik,169000,1,2024-04-26 15:14:44
PJI006715,PJL006715,PRD008204,Face Mist Mawar,49000,2,2026-03-31 19:04:16
PJI006716,PJL006716,PRD015110,Dimsum Ayam,67000,2,2024-08-08 19:22:28
PJI006717,PJL006717,PRD004183,Kain Tenun,458000,3,2024-10-26 00:35:23
PJI006718,PJL006718,PRD009741,Jasa Desain Logo,667000,1,2026-05-21 19:53:13
PJI006719,PJL006719,PRD004119,Pempek Frozen,83000,5,2024-01-27 09:38:46
PJI006720,PJL006720,PRD000463,Kopi Susu Botol,197500,1,2025-11-26 20:25:09
PJI006721,PJL006721,PRD012351,Sepatu Kulit,244000,2,2024-03-12 05:08:56
PJI006722,PJL006722,PRD007325,Totebag Kanvas,297000,2,2024-09-18 22:58:25
PJI006723,PJL006723,PRD008313,Desain Feed,599000,2,2024-12-07 11:27:14
PJI006724,PJL006724,PRD011309,Peyek Kacang,79500,5,2025-11-11 13:28:23
PJI006725,PJL006725,PRD017610,Kerajinan Kayu,188000,3,2025-11-10 17:25:08
PJI006726,PJL006726,PRD010650,Frame Foto Kayu,135500,1,2025-05-14 14:03:41
PJI006727,PJL006727,PRD016462,Paket Sembako,271500,4,2025-08-14 02:09:43
PJI006728,PJL006728,PRD018369,Desain Label Produk,464000,2,2024-05-01 17:50:45
PJI006729,PJL006729,PRD006983,Kain Tenun,42000,6,2024-02-24 17:57:42
PJI006730,PJL006730,PRD011219,Serundeng Kelapa,168500,2,2024-07-14 01:41:25
PJI006731,PJL006731,PRD012450,Kain Tenun,282000,1,2026-01-22 01:38:59
PJI006732,PJL006732,PRD000070,Jasa Admin Marketplace,1300000,1,2025-12-28 20:11:30
PJI006733,PJL006733,PRD004948,Kue Kering,119000,4,2024-12-19 17:34:16
PJI006734,PJL006734,PRD012339,Pouch Batik,319000,1,2024-09-22 15:09:31
PJI006735,PJL006735,PRD015779,Laundry Kiloan,883500,2,2026-05-23 02:36:01
PJI006736,PJL006736,PRD014738,Abon Sapi,76500,1,2025-08-01 00:10:32
PJI006737,PJL006737,PRD013328,Frozen Food,86500,4,2025-01-25 05:44:20
PJI006738,PJL006738,PRD009904,Gantungan Kunci,337500,2,2026-02-22 04:50:37
PJI006739,PJL006739,PRD019817,Kemeja Batik,415000,2,2024-04-07 23:41:54
PJI006740,PJL006740,PRD007306,Paket Catering Event,1074000,1,2025-07-23 10:02:51
PJI006741,PJL006741,PRD018672,Susu Kambing Bubuk,38000,1,2024-05-02 02:51:09
PJI006742,PJL006742,PRD019352,Serundeng Kelapa,201500,3,2025-11-16 11:31:03
PJI006743,PJL006743,PRD006386,Pouch Batik,400000,3,2025-10-15 21:19:36
PJI006744,PJL006744,PRD007179,Dimsum Ayam,26500,5,2025-07-31 01:43:00
PJI006745,PJL006745,PRD017344,Abon Sapi,158500,1,2025-01-02 09:37:33
PJI006746,PJL006746,PRD005868,Sambal Bawang,107500,4,2026-03-08 16:34:43
PJI006747,PJL006747,PRD014419,Paket Sembako,263500,2,2024-04-02 22:09:14
PJI006748,PJL006748,PRD019872,Bumbu Pecel,78500,2,2025-12-02 01:14:46
PJI006749,PJL006749,PRD011767,Roti Pisang,89500,4,2024-08-13 22:13:34
PJI006750,PJL006750,PRD013486,Kopi Susu Botol,25000,1,2026-01-15 09:46:53
PJI006751,PJL006751,PRD017091,Kemeja Linen,346500,2,2025-12-10 16:21:14
PJI006752,PJL006752,PRD002188,Jasa Optimasi Google Business,205500,4,2025-03-25 00:01:02
PJI006753,PJL006753,PRD003139,Minuman Kemasan,60500,4,2026-02-24 17:55:26
PJI006754,PJL006754,PRD007249,Desain Marketplace,2035000,2,2025-05-31 06:28:36
PJI006755,PJL006755,PRD011455,Landing Page UMKM,799000,1,2024-12-18 18:37:44
PJI006756,PJL006756,PRD018504,Batik Tulis,200000,1,2025-06-05 20:43:24
PJI006757,PJL006757,PRD018078,Lilin Aromaterapi,491000,3,2024-02-10 10:21:43
PJI006758,PJL006758,PRD002496,Paket Snack Kantor,427000,10,2024-08-17 22:53:57
PJI006759,PJL006759,PRD003945,Sambal Bawang,188000,4,2025-09-05 21:34:03
PJI006760,PJL006760,PRD016137,Blouse Batik,42500,5,2025-11-22 22:13:29
PJI006761,PJL006761,PRD010412,Keripik Singkong,31000,3,2025-07-06 07:11:07
PJI006762,PJL006762,PRD005424,Peralatan Dapur,143000,1,2026-04-04 16:48:56
PJI006763,PJL006763,PRD007816,Gantungan Kunci,170500,4,2025-07-12 16:15:52
PJI006764,PJL006764,PRD006821,Desain Label Produk,613500,2,2024-03-22 09:21:20
PJI006765,PJL006765,PRD010417,Template Konten,692000,2,2026-02-28 03:22:05
