pendaftaran_pelatihan_id,status_sertifikat_id,dokumen_id,nomor_sertifikat,tanggal_pengajuan,tanggal_terbit,diverifikasi_oleh_admin_id,catatan_validasi
PDF007438,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007439,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007440,TERBIT,DOK013190,SERT/UMKMT/2026/00007440,2024-09-17 11:48:17,2024-09-29 11:48:17,ADM000194,Sertifikat telah diterbitkan secara digital.
PDF007441,TERBIT,DOK013191,SERT/UMKMT/2026/00007441,2025-11-30 01:08:58,2025-12-02 01:08:58,ADM000112,Sertifikat telah diterbitkan secara digital.
PDF007442,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007443,TERBIT,DOK013193,SERT/UMKMT/2026/00007443,2024-06-28 19:26:30,2024-07-01 19:26:30,ADM000003,Sertifikat telah diterbitkan secara digital.
PDF007444,TERBIT,DOK013194,SERT/UMKMT/2026/00007444,2025-04-07 05:00:17,2025-04-10 05:00:17,ADM000220,Sertifikat telah diterbitkan secara digital.
PDF007445,TERBIT,DOK013195,SERT/UMKMT/2026/00007445,2025-06-23 18:32:31,2025-07-03 18:32:31,ADM000090,Sertifikat telah diterbitkan secara digital.
PDF007446,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007447,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007448,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007449,TERBIT,DOK013199,SERT/UMKMT/2026/00007449,2025-04-21 10:32:17,2025-04-27 10:32:17,ADM000202,Sertifikat telah diterbitkan secara digital.
PDF007450,TERBIT,DOK013200,SERT/UMKMT/2026/00007450,2025-12-21 10:46:59,2026-01-03 10:46:59,ADM000021,Sertifikat telah diterbitkan secara digital.
PDF007451,DIAJUKAN,,,2025-04-07 22:44:40,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007452,TERBIT,DOK013202,SERT/UMKMT/2026/00007452,2025-04-25 00:00:09,2025-04-27 00:00:09,ADM000175,Sertifikat telah diterbitkan secara digital.
PDF007453,TERBIT,DOK013203,SERT/UMKMT/2026/00007453,2026-04-08 20:36:07,2026-04-09 20:36:07,ADM000110,Sertifikat telah diterbitkan secara digital.
PDF007454,DITOLAK,,,2025-08-15 04:28:51,,ADM000157,Data peserta perlu diperbaiki.
PDF007455,DITOLAK,,,2025-03-26 15:38:37,,ADM000017,Data peserta perlu diperbaiki.
PDF007456,DIAJUKAN,,,2024-09-05 08:43:41,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007457,DITOLAK,,,2026-05-12 15:32:28,,ADM000207,Progress pelatihan belum mencapai syarat minimal.
PDF007458,TERBIT,DOK013208,SERT/UMKMT/2026/00007458,2025-11-28 14:33:43,2025-12-02 14:33:43,ADM000188,Sertifikat telah diterbitkan secara digital.
PDF007459,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007460,TERBIT,DOK013210,SERT/UMKMT/2026/00007460,2024-06-10 15:42:26,2024-06-22 15:42:26,ADM000213,Sertifikat telah diterbitkan secara digital.
PDF007461,TERBIT,DOK013211,SERT/UMKMT/2026/00007461,2025-05-07 05:34:46,2025-05-15 05:34:46,ADM000169,Sertifikat telah diterbitkan secara digital.
PDF007462,TERBIT,DOK013212,SERT/UMKMT/2026/00007462,2026-03-09 16:42:45,2026-03-13 16:42:45,ADM000164,Sertifikat telah diterbitkan secara digital.
PDF007463,DIBATALKAN,,,2025-06-14 04:23:34,,ADM000172,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF007464,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007465,TERBIT,DOK013215,SERT/UMKMT/2026/00007465,2026-01-11 20:32:41,2026-01-16 20:32:41,ADM000172,Sertifikat telah diterbitkan secara digital.
PDF007466,TERBIT,DOK013216,SERT/UMKMT/2026/00007466,2025-09-02 18:34:00,2025-09-15 18:34:00,ADM000236,Sertifikat telah diterbitkan secara digital.
PDF007467,TERBIT,DOK013217,SERT/UMKMT/2026/00007467,2024-08-24 16:25:12,2024-09-04 16:25:12,ADM000174,Sertifikat telah diterbitkan secara digital.
PDF007468,TERBIT,DOK013218,SERT/UMKMT/2026/00007468,2025-12-02 19:52:46,2025-12-04 19:52:46,ADM000020,Sertifikat telah diterbitkan secara digital.
PDF007469,DIAJUKAN,,,2024-12-01 04:49:26,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007470,TERBIT,DOK013220,SERT/UMKMT/2026/00007470,2025-11-19 11:13:48,2025-11-26 11:13:48,ADM000128,Sertifikat telah diterbitkan secara digital.
PDF007471,DITOLAK,,,2024-09-10 10:52:02,,ADM000040,Tugas proyek belum diterima.
PDF007472,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007473,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007474,TERBIT,DOK013224,SERT/UMKMT/2026/00007474,2024-07-24 00:52:55,2024-07-31 00:52:55,ADM000180,Sertifikat telah diterbitkan secara digital.
PDF007475,DITOLAK,,,2025-08-15 13:46:54,,ADM000006,Progress pelatihan belum mencapai syarat minimal.
PDF007476,DIAJUKAN,,,2024-03-23 19:47:44,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007477,TERBIT,DOK013227,SERT/UMKMT/2026/00007477,2025-06-12 11:53:00,2025-06-17 11:53:00,ADM000159,Sertifikat telah diterbitkan secara digital.
PDF007478,TERBIT,DOK013228,SERT/UMKMT/2026/00007478,2025-07-15 12:38:22,2025-07-22 12:38:22,ADM000179,Sertifikat telah diterbitkan secara digital.
PDF007479,TERBIT,DOK013229,SERT/UMKMT/2026/00007479,2025-11-21 13:45:28,2025-12-04 13:45:28,ADM000073,Sertifikat telah diterbitkan secara digital.
PDF007480,DIBATALKAN,,,2025-12-21 05:42:58,,ADM000092,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF007481,DITOLAK,,,2026-02-14 10:36:37,,ADM000211,Data peserta perlu diperbaiki.
PDF007482,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007483,DIBATALKAN,,,2025-03-28 02:15:15,,ADM000042,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF007484,TERBIT,DOK013234,SERT/UMKMT/2026/00007484,2025-04-13 18:58:25,2025-04-14 18:58:25,ADM000088,Sertifikat telah diterbitkan secara digital.
PDF007485,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007486,DITOLAK,,,2025-12-09 17:45:58,,ADM000020,Tugas proyek belum diterima.
PDF007487,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007488,TERBIT,DOK013238,SERT/UMKMT/2026/00007488,2024-10-03 05:22:07,2024-10-12 05:22:07,ADM000129,Sertifikat telah diterbitkan secara digital.
PDF007489,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007490,TERBIT,DOK013240,SERT/UMKMT/2026/00007490,2025-07-13 06:26:12,2025-07-17 06:26:12,ADM000006,Sertifikat telah diterbitkan secara digital.
PDF007491,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007492,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007493,TERBIT,DOK013243,SERT/UMKMT/2026/00007493,2025-03-16 05:07:02,2025-03-22 05:07:02,ADM000193,Sertifikat telah diterbitkan secara digital.
PDF007494,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007495,DITOLAK,,,2024-05-06 13:38:54,,ADM000034,Tugas proyek belum diterima.
PDF007496,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007497,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007498,TERBIT,DOK013248,SERT/UMKMT/2026/00007498,2026-02-19 22:27:16,2026-03-01 22:27:16,ADM000136,Sertifikat telah diterbitkan secara digital.
PDF007499,TERBIT,DOK013249,SERT/UMKMT/2026/00007499,2025-04-28 23:20:37,2025-05-11 23:20:37,ADM000030,Sertifikat telah diterbitkan secara digital.
PDF007500,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007501,TERBIT,DOK009501,SERT/UMKMT/2026/00007501,2025-07-30 20:27:19,2025-08-05 20:27:19,ADM000003,Sertifikat telah diterbitkan secara digital.
PDF007502,DIAJUKAN,,,2025-09-18 13:31:11,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007503,TERBIT,DOK009503,SERT/UMKMT/2026/00007503,2024-08-18 04:59:53,2024-08-25 04:59:53,ADM000230,Sertifikat telah diterbitkan secara digital.
PDF007504,DIAJUKAN,,,2024-11-11 14:51:09,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007505,TERBIT,DOK009505,SERT/UMKMT/2026/00007505,2024-10-21 00:34:23,2024-10-31 00:34:23,ADM000097,Sertifikat telah diterbitkan secara digital.
PDF007506,DITOLAK,,,2025-10-24 15:52:32,,ADM000041,Tugas proyek belum diterima.
PDF007507,TERBIT,DOK009507,SERT/UMKMT/2026/00007507,2025-04-22 04:56:08,2025-05-03 04:56:08,ADM000191,Sertifikat telah diterbitkan secara digital.
PDF007508,TERBIT,DOK009508,SERT/UMKMT/2026/00007508,2024-08-09 13:40:42,2024-08-14 13:40:42,ADM000208,Sertifikat telah diterbitkan secara digital.
PDF007509,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007510,TERBIT,DOK009510,SERT/UMKMT/2026/00007510,2026-01-31 00:41:39,2026-02-08 00:41:39,ADM000220,Sertifikat telah diterbitkan secara digital.
PDF007511,TERBIT,DOK009511,SERT/UMKMT/2026/00007511,2024-09-27 21:42:40,2024-10-03 21:42:40,ADM000067,Sertifikat telah diterbitkan secara digital.
PDF007512,DITOLAK,,,2026-01-10 20:26:18,,ADM000220,Tugas proyek belum diterima.
PDF007513,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007514,DIAJUKAN,,,2025-04-07 18:32:40,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007515,TERBIT,DOK009515,SERT/UMKMT/2026/00007515,2024-10-12 07:01:55,2024-10-15 07:01:55,ADM000130,Sertifikat telah diterbitkan secara digital.
PDF007516,DITOLAK,,,2025-10-23 09:35:51,,ADM000243,Tugas proyek belum diterima.
PDF007517,DIAJUKAN,,,2024-01-27 10:34:05,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007518,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007519,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007520,DIAJUKAN,,,2025-06-10 07:33:41,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007521,TERBIT,DOK009521,SERT/UMKMT/2026/00007521,2024-07-16 15:15:12,2024-07-18 15:15:12,ADM000089,Sertifikat telah diterbitkan secara digital.
PDF007522,DIAJUKAN,,,2025-06-08 11:02:37,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007523,TERBIT,DOK009523,SERT/UMKMT/2026/00007523,2024-08-01 04:55:48,2024-08-06 04:55:48,ADM000189,Sertifikat telah diterbitkan secara digital.
PDF007524,DIAJUKAN,,,2024-02-16 04:48:12,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007525,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007526,DITOLAK,,,2025-07-01 08:05:48,,ADM000195,Data peserta perlu diperbaiki.
PDF007527,TERBIT,DOK009527,SERT/UMKMT/2026/00007527,2026-02-16 06:57:56,2026-02-19 06:57:56,ADM000120,Sertifikat telah diterbitkan secara digital.
PDF007528,TERBIT,DOK009528,SERT/UMKMT/2026/00007528,2024-04-20 14:23:27,2024-04-25 14:23:27,ADM000146,Sertifikat telah diterbitkan secara digital.
PDF007529,TERBIT,DOK009529,SERT/UMKMT/2026/00007529,2024-12-27 23:40:07,2025-01-08 23:40:07,ADM000179,Sertifikat telah diterbitkan secara digital.
PDF007530,TERBIT,DOK009530,SERT/UMKMT/2026/00007530,2024-11-05 13:03:02,2024-11-14 13:03:02,ADM000113,Sertifikat telah diterbitkan secara digital.
PDF007531,TERBIT,DOK009531,SERT/UMKMT/2026/00007531,2025-04-12 05:25:13,2025-04-24 05:25:13,ADM000163,Sertifikat telah diterbitkan secara digital.
PDF007532,DIAJUKAN,,,2025-12-24 22:11:58,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007533,TERBIT,DOK009533,SERT/UMKMT/2026/00007533,2025-02-16 21:19:16,2025-02-17 21:19:16,ADM000235,Sertifikat telah diterbitkan secara digital.
PDF007534,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007535,DITOLAK,,,2025-11-09 02:37:14,,ADM000084,Tugas proyek belum diterima.
PDF007536,DIBATALKAN,,,2024-12-20 15:34:28,,ADM000185,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF007537,TERBIT,DOK009537,SERT/UMKMT/2026/00007537,2025-03-17 22:29:30,2025-03-25 22:29:30,ADM000103,Sertifikat telah diterbitkan secara digital.
PDF007538,TERBIT,DOK009538,SERT/UMKMT/2026/00007538,2026-01-23 09:11:52,2026-02-05 09:11:52,ADM000008,Sertifikat telah diterbitkan secara digital.
PDF007539,TERBIT,DOK009539,SERT/UMKMT/2026/00007539,2025-07-08 11:33:18,2025-07-14 11:33:18,ADM000111,Sertifikat telah diterbitkan secara digital.
PDF007540,DIAJUKAN,,,2025-07-05 15:29:01,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007541,TERBIT,DOK009541,SERT/UMKMT/2026/00007541,2025-02-22 05:07:16,2025-02-26 05:07:16,ADM000115,Sertifikat telah diterbitkan secara digital.
PDF007542,DIAJUKAN,,,2026-05-31 17:03:47,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007543,DIAJUKAN,,,2025-11-20 06:26:04,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007544,TERBIT,DOK009544,SERT/UMKMT/2026/00007544,2025-05-11 16:25:39,2025-05-22 16:25:39,ADM000245,Sertifikat telah diterbitkan secara digital.
PDF007545,TERBIT,DOK009545,SERT/UMKMT/2026/00007545,2025-01-31 14:04:27,2025-02-02 14:04:27,ADM000228,Sertifikat telah diterbitkan secara digital.
PDF007546,TERBIT,DOK009546,SERT/UMKMT/2026/00007546,2026-04-17 19:24:00,2026-04-26 19:24:00,ADM000228,Sertifikat telah diterbitkan secara digital.
PDF007547,TERBIT,DOK009547,SERT/UMKMT/2026/00007547,2025-06-26 06:51:53,2025-06-28 06:51:53,ADM000110,Sertifikat telah diterbitkan secara digital.
PDF007548,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007549,TERBIT,DOK009549,SERT/UMKMT/2026/00007549,2025-07-31 22:23:26,2025-08-02 22:23:26,ADM000159,Sertifikat telah diterbitkan secara digital.
PDF007550,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007551,DIBATALKAN,,,2025-03-21 08:05:45,,ADM000161,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF007552,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007553,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007554,TERBIT,DOK009554,SERT/UMKMT/2026/00007554,2025-05-29 13:36:12,2025-06-12 13:36:12,ADM000173,Sertifikat telah diterbitkan secara digital.
PDF007555,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007556,DIAJUKAN,,,2024-06-20 15:37:42,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007557,TERBIT,DOK009557,SERT/UMKMT/2026/00007557,2025-11-23 08:39:32,2025-11-26 08:39:32,ADM000093,Sertifikat telah diterbitkan secara digital.
PDF007558,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007559,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007560,TERBIT,DOK009560,SERT/UMKMT/2026/00007560,2025-01-05 04:16:39,2025-01-17 04:16:39,ADM000139,Sertifikat telah diterbitkan secara digital.
PDF007561,TERBIT,DOK009561,SERT/UMKMT/2026/00007561,2024-07-23 00:52:13,2024-08-04 00:52:13,ADM000185,Sertifikat telah diterbitkan secara digital.
PDF007562,DIBATALKAN,,,2025-02-02 23:12:21,,ADM000162,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF007563,DIBATALKAN,,,2026-02-15 05:30:25,,ADM000154,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF007564,DITOLAK,,,2025-02-16 13:11:28,,ADM000181,Data peserta perlu diperbaiki.
PDF007565,DIAJUKAN,,,2024-09-05 23:56:54,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007566,TERBIT,DOK009566,SERT/UMKMT/2026/00007566,2025-07-03 17:19:48,2025-07-10 17:19:48,ADM000020,Sertifikat telah diterbitkan secara digital.
PDF007567,TERBIT,DOK009567,SERT/UMKMT/2026/00007567,2025-10-19 23:33:37,2025-11-01 23:33:37,ADM000228,Sertifikat telah diterbitkan secara digital.
PDF007568,DIAJUKAN,,,2025-05-23 11:11:40,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007569,TERBIT,DOK009569,SERT/UMKMT/2026/00007569,2026-04-06 06:26:20,2026-04-15 06:26:20,ADM000139,Sertifikat telah diterbitkan secara digital.
PDF007570,TERBIT,DOK009570,SERT/UMKMT/2026/00007570,2026-02-18 08:39:35,2026-02-24 08:39:35,ADM000006,Sertifikat telah diterbitkan secara digital.
PDF007571,TERBIT,DOK009571,SERT/UMKMT/2026/00007571,2024-06-08 03:49:21,2024-06-10 03:49:21,ADM000201,Sertifikat telah diterbitkan secara digital.
PDF007572,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007573,DIAJUKAN,,,2024-04-16 01:54:24,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007574,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007575,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007576,DIAJUKAN,,,2025-10-24 17:48:50,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007577,TERBIT,DOK009577,SERT/UMKMT/2026/00007577,2024-04-09 03:49:36,2024-04-14 03:49:36,ADM000109,Sertifikat telah diterbitkan secara digital.
PDF007578,TERBIT,DOK009578,SERT/UMKMT/2026/00007578,2024-08-27 03:43:42,2024-09-09 03:43:42,ADM000205,Sertifikat telah diterbitkan secara digital.
PDF007579,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007580,TERBIT,DOK009580,SERT/UMKMT/2026/00007580,2025-01-24 15:43:23,2025-01-28 15:43:23,ADM000103,Sertifikat telah diterbitkan secara digital.
PDF007581,DIAJUKAN,,,2025-10-29 14:38:01,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007582,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007583,TERBIT,DOK009583,SERT/UMKMT/2026/00007583,2025-11-07 21:23:10,2025-11-15 21:23:10,ADM000046,Sertifikat telah diterbitkan secara digital.
PDF007584,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007585,DIAJUKAN,,,2024-08-15 20:06:55,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007586,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007587,TERBIT,DOK009587,SERT/UMKMT/2026/00007587,2024-09-27 03:54:59,2024-10-07 03:54:59,ADM000200,Sertifikat telah diterbitkan secara digital.
PDF007588,TERBIT,DOK009588,SERT/UMKMT/2026/00007588,2026-02-27 08:07:44,2026-03-09 08:07:44,ADM000165,Sertifikat telah diterbitkan secara digital.
PDF007589,TERBIT,DOK009589,SERT/UMKMT/2026/00007589,2024-03-10 22:07:02,2024-03-21 22:07:02,ADM000103,Sertifikat telah diterbitkan secara digital.
PDF007590,DIAJUKAN,,,2024-09-25 10:20:56,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007591,TERBIT,DOK009591,SERT/UMKMT/2026/00007591,2026-05-26 17:59:01,2026-05-29 17:59:01,ADM000126,Sertifikat telah diterbitkan secara digital.
PDF007592,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007593,TERBIT,DOK009593,SERT/UMKMT/2026/00007593,2026-01-17 00:54:19,2026-01-22 00:54:19,ADM000080,Sertifikat telah diterbitkan secara digital.
PDF007594,DIBATALKAN,,,2024-05-01 12:47:37,,ADM000142,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF007595,TERBIT,DOK009595,SERT/UMKMT/2026/00007595,2025-06-21 16:16:05,2025-06-25 16:16:05,ADM000158,Sertifikat telah diterbitkan secara digital.
PDF007596,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007597,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007598,TERBIT,DOK009598,SERT/UMKMT/2026/00007598,2024-07-25 08:04:55,2024-08-04 08:04:55,ADM000167,Sertifikat telah diterbitkan secara digital.
PDF007599,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007600,TERBIT,DOK009600,SERT/UMKMT/2026/00007600,2025-05-14 18:33:07,2025-05-26 18:33:07,ADM000109,Sertifikat telah diterbitkan secara digital.
PDF007601,DIBATALKAN,,,2025-09-22 19:50:59,,ADM000102,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF007602,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007603,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007604,DIBATALKAN,,,2024-02-23 00:55:35,,ADM000008,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF007605,TERBIT,DOK009605,SERT/UMKMT/2026/00007605,2024-12-14 03:36:03,2024-12-25 03:36:03,ADM000206,Sertifikat telah diterbitkan secara digital.
PDF007606,DITOLAK,,,2025-04-22 19:20:00,,ADM000126,Data peserta perlu diperbaiki.
PDF007607,DIAJUKAN,,,2025-03-01 10:27:48,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007608,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007609,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007610,TERBIT,DOK009610,SERT/UMKMT/2026/00007610,2026-05-17 22:01:25,2026-05-22 22:01:25,ADM000091,Sertifikat telah diterbitkan secara digital.
PDF007611,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007612,TERBIT,DOK009612,SERT/UMKMT/2026/00007612,2025-02-17 19:38:32,2025-02-21 19:38:32,ADM000083,Sertifikat telah diterbitkan secara digital.
PDF007613,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007614,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007615,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007616,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007617,DIBATALKAN,,,2025-11-05 19:08:14,,ADM000096,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF007618,DIAJUKAN,,,2025-12-01 21:09:29,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007619,TERBIT,DOK009619,SERT/UMKMT/2026/00007619,2025-03-08 08:13:26,2025-03-14 08:13:26,ADM000200,Sertifikat telah diterbitkan secara digital.
PDF007620,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007621,DIBATALKAN,,,2024-06-27 14:03:05,,ADM000121,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF007622,TERBIT,DOK009622,SERT/UMKMT/2026/00007622,2025-06-09 16:34:02,2025-06-12 16:34:02,ADM000243,Sertifikat telah diterbitkan secara digital.
PDF007623,TERBIT,DOK009623,SERT/UMKMT/2026/00007623,2024-11-08 16:39:30,2024-11-21 16:39:30,ADM000122,Sertifikat telah diterbitkan secara digital.
PDF007624,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007625,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007626,TERBIT,DOK009626,SERT/UMKMT/2026/00007626,2024-08-10 14:17:05,2024-08-13 14:17:05,ADM000127,Sertifikat telah diterbitkan secara digital.
PDF007627,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007628,DIAJUKAN,,,2024-03-14 08:56:05,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007629,DIBATALKAN,,,2025-03-21 02:58:08,,ADM000104,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF007630,DITOLAK,,,2024-08-13 11:16:04,,ADM000124,Tugas proyek belum diterima.
PDF007631,TERBIT,DOK009631,SERT/UMKMT/2026/00007631,2024-08-31 13:49:48,2024-09-08 13:49:48,ADM000112,Sertifikat telah diterbitkan secara digital.
PDF007632,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007633,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007634,TERBIT,DOK009634,SERT/UMKMT/2026/00007634,2025-05-29 06:59:58,2025-06-08 06:59:58,ADM000095,Sertifikat telah diterbitkan secara digital.
PDF007635,DIAJUKAN,,,2024-07-24 15:15:13,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF007636,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007637,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007638,TERBIT,DOK009638,SERT/UMKMT/2026/00007638,2024-07-20 21:48:44,2024-07-25 21:48:44,ADM000185,Sertifikat telah diterbitkan secara digital.
PDF007639,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF007640,TERBIT,DOK009640,SERT/UMKMT/2026/00007640,2024-11-29 04:42:51,2024-12-04 04:42:51,ADM000025,Sertifikat telah diterbitkan secara digital.
PDF007641,DITOLAK,,,2024-07-18 08:20:08,,ADM000005,Data peserta perlu diperbaiki.
