umkm_id,status_perkembangan_id,laba_harian,jumlah_produk,created_at
UMK001990,STABIL,570000,6,2026-05-30 07:57:00
UMK001991,NAIK,1342000,5,2026-05-30 01:30:00
UMK001992,NAIK,288000,5,2026-05-30 03:56:00
UMK001993,STABIL,482000,7,2026-05-30 03:09:00
UMK001994,STABIL,814000,6,2026-05-30 05:09:00
UMK001995,STABIL,136000,3,2026-05-30 04:10:00
UMK001996,EKSPANSI,180000,4,2026-05-30 04:17:00
UMK001997,STABIL,1475000,4,2026-05-30 03:07:00
UMK001998,STABIL,394000,5,2026-05-30 08:36:00
UMK001999,NAIK,1747000,4,2026-05-30 05:53:00
UMK002000,STABIL,401000,3,2026-05-30 03:11:00
UMK002001,STABIL,448000,5,2026-05-30 03:52:00
UMK002002,NAIK,1390000,5,2026-05-30 08:10:00
UMK002003,STABIL,189000,4,2026-05-30 05:48:00
UMK002004,STABIL,409000,7,2026-05-30 05:53:00
UMK002005,NAIK,461000,1,2026-05-30 02:36:00
UMK002006,STABIL,307000,6,2026-05-30 06:29:00
UMK002007,STABIL,328000,6,2026-05-30 01:24:00
UMK002008,STABIL,261000,2,2026-05-30 04:19:00
UMK002009,STABIL,247000,5,2026-05-30 02:43:00
UMK002010,STABIL,510000,3,2026-05-30 04:05:00
UMK002011,STABIL,219000,3,2026-05-30 07:40:00
UMK002012,STABIL,785000,3,2026-05-30 04:43:00
UMK002013,STABIL,448000,4,2026-05-30 09:30:00
UMK002014,NAIK,218000,7,2026-05-30 03:02:00
UMK002015,STABIL,657000,5,2026-05-30 08:32:00
UMK002016,STABIL,249000,4,2026-05-30 05:58:00
UMK002017,NAIK,109000,4,2026-05-30 03:35:00
UMK002018,STABIL,80000,5,2026-05-30 04:11:00
UMK002019,STABIL,617000,5,2026-05-30 06:22:00
UMK002020,STABIL,1318000,2,2026-05-30 06:27:00
UMK002021,STABIL,157000,7,2026-05-30 03:17:00
UMK002022,STABIL,170000,5,2026-05-30 01:53:00
UMK002023,TURUN,314000,1,2026-05-30 02:00:00
UMK002024,EKSPANSI,101000,4,2026-05-30 09:37:00
UMK002025,EKSPANSI,373000,2,2026-05-30 04:51:00
UMK002026,STABIL,503000,2,2026-05-30 01:55:00
UMK002027,STABIL,583000,5,2026-05-30 08:00:00
UMK002028,STABIL,554000,5,2026-05-30 05:56:00
UMK002029,NAIK,195000,2,2026-05-30 08:59:00
UMK002030,NAIK,3971000,5,2026-05-30 07:54:00
UMK002031,NAIK,302000,3,2026-05-30 08:43:00
UMK002032,NAIK,454000,6,2026-05-30 05:59:00
UMK002033,NAIK,156000,3,2026-05-30 08:39:00
UMK002034,NAIK,676000,5,2026-05-30 04:17:00
UMK002035,NAIK,1909000,2,2026-05-30 05:19:00
UMK002036,STABIL,259000,5,2026-05-30 04:50:00
UMK002037,STABIL,398439,2,2026-05-30 04:50:00
UMK002038,EKSPANSI,468000,4,2026-05-30 01:12:00
UMK002039,NAIK,424000,5,2026-05-30 02:02:00
UMK002040,STABIL,479000,4,2026-05-30 06:51:00
UMK002041,EKSPANSI,491000,2,2026-05-30 04:22:00
UMK002042,STABIL,160000,5,2026-05-30 08:37:00
UMK002043,STABIL,965000,4,2026-05-30 03:22:00
UMK002044,STABIL,1066000,2,2026-05-30 07:26:00
UMK002045,STABIL,148000,5,2026-05-30 07:06:00
UMK002046,STABIL,729000,4,2026-05-30 05:41:00
UMK002047,STABIL,122000,4,2026-05-30 04:59:00
UMK002048,STABIL,230000,7,2026-05-30 03:25:00
UMK002049,NAIK,317000,7,2026-05-30 01:40:00
UMK002050,STABIL,641000,2,2026-05-30 09:15:00
UMK002051,STABIL,223000,5,2026-05-30 06:37:00
UMK002052,EKSPANSI,284000,6,2026-05-30 03:11:00
UMK002053,STABIL,73000,6,2026-05-30 08:02:00
UMK002054,STABIL,423000,2,2026-05-30 08:57:00
UMK002055,STABIL,1949000,3,2026-05-30 06:56:00
UMK002056,STABIL,103000,5,2026-05-30 09:24:00
UMK002057,STABIL,1468000,6,2026-05-30 06:07:00
UMK002058,STABIL,563000,5,2026-05-30 08:03:00
UMK002059,STABIL,362000,2,2026-05-30 08:11:00
UMK002060,STABIL,241000,5,2026-05-30 02:29:00
UMK002061,NAIK,295000,6,2026-05-30 08:35:00
UMK002062,STABIL,289000,2,2026-05-30 05:53:00
UMK002063,STABIL,1418000,7,2026-05-30 02:22:00
UMK002064,STABIL,246000,5,2026-05-30 01:03:00
UMK002065,EKSPANSI,415000,4,2026-05-30 05:29:00
UMK002066,STABIL,206000,4,2026-05-30 02:48:00
UMK002067,NAIK,91000,2,2026-05-30 06:47:00
UMK002068,NAIK,1003000,2,2026-05-30 08:09:00
UMK002069,NAIK,1069000,4,2026-05-30 03:54:00
UMK002070,STABIL,358000,5,2026-05-30 08:57:00
UMK002071,NAIK,249000,6,2026-05-30 02:46:00
UMK002072,STABIL,411000,5,2026-05-30 04:36:00
UMK002073,STABIL,393000,5,2026-05-30 04:06:00
UMK002074,STABIL,65000,5,2026-05-30 07:46:00
UMK002075,STABIL,244000,6,2026-05-30 08:32:00
UMK002076,TURUN,60681,3,2026-05-30 03:37:00
UMK002077,STABIL,216000,5,2026-05-30 03:53:00
UMK002078,STABIL,147000,6,2026-05-30 07:56:00
UMK002079,NAIK,580000,6,2026-05-30 04:06:00
UMK002080,STABIL,521000,4,2026-05-30 06:12:00
UMK002081,STABIL,168000,3,2026-05-30 02:59:00
UMK002082,STABIL,490000,3,2026-05-30 04:40:00
UMK002083,STABIL,83000,3,2026-05-30 05:55:00
UMK002084,STABIL,128000,4,2026-05-30 07:29:00
UMK002085,NAIK,624000,4,2026-05-30 02:55:00
UMK002086,STABIL,268000,7,2026-05-30 08:02:00
UMK002087,STABIL,304000,1,2026-05-30 01:22:00
UMK002088,STABIL,346000,1,2026-05-30 05:03:00
UMK002089,STABIL,160000,3,2026-05-30 04:00:00
UMK002090,NAIK,525000,6,2026-05-30 05:40:00
UMK002091,NAIK,501000,2,2026-05-30 07:49:00
UMK002092,STABIL,202000,5,2026-05-30 09:12:00
UMK002093,NAIK,166000,5,2026-05-30 05:02:00
UMK002094,EKSPANSI,1790000,2,2026-05-30 05:51:00
UMK002095,STABIL,198000,3,2026-05-30 05:26:00
UMK002096,STABIL,155000,4,2026-05-30 04:51:00
UMK002097,EKSPANSI,295000,6,2026-05-30 05:47:00
UMK002098,STABIL,261000,4,2026-05-30 01:29:00
UMK002099,STABIL,478000,3,2026-05-30 01:49:00
UMK002100,STABIL,163000,3,2026-05-30 02:58:00
UMK002101,STABIL,480000,3,2026-05-30 02:05:00
UMK002102,STABIL,233000,5,2026-05-30 05:48:00
UMK002103,STABIL,240000,7,2026-05-30 01:09:00
UMK002104,STABIL,353000,6,2026-05-30 08:16:00
UMK002105,EKSPANSI,299000,6,2026-05-30 08:49:00
UMK002106,STABIL,79000,6,2026-05-30 07:42:00
UMK002107,NAIK,273000,7,2026-05-30 09:06:00
UMK002108,NAIK,118000,5,2026-05-30 08:25:00
UMK002109,STABIL,497000,3,2026-05-30 04:22:00
UMK002110,STABIL,551000,4,2026-05-30 02:32:00
UMK002111,STABIL,412000,2,2026-05-30 04:44:00
UMK002112,STABIL,105000,3,2026-05-30 08:41:00
UMK002113,STABIL,961000,5,2026-05-30 08:05:00
UMK002114,STABIL,309000,3,2026-05-30 07:51:00
UMK002115,EKSPANSI,277000,8,2026-05-30 02:14:00
UMK002116,NAIK,490000,4,2026-05-30 03:00:00
UMK002117,STABIL,271000,1,2026-05-30 01:33:00
UMK002118,STABIL,391000,4,2026-05-30 03:50:00
UMK002119,STABIL,154000,2,2026-05-30 01:29:00
UMK002120,STABIL,2180000,5,2026-05-30 01:28:00
UMK002121,NAIK,3044000,4,2026-05-30 05:53:00
UMK002122,STABIL,86000,4,2026-05-30 07:29:00
UMK002123,STABIL,333000,6,2026-05-30 09:47:00
UMK002124,STABIL,277000,3,2026-05-30 07:10:00
UMK002125,STABIL,485000,6,2026-05-30 01:32:00
UMK002126,STABIL,64000,3,2026-05-30 07:51:00
UMK002127,STABIL,792000,4,2026-05-30 05:05:00
UMK002128,TURUN,68000,4,2026-05-30 01:01:00
UMK002129,EKSPANSI,1145000,6,2026-05-30 02:38:00
UMK002130,EKSPANSI,413000,2,2026-05-30 02:52:00
UMK002131,NAIK,809000,2,2026-05-30 06:30:00
UMK002132,STABIL,259000,2,2026-05-30 04:04:00
UMK002133,NAIK,1413000,1,2026-05-30 02:02:00
UMK002134,STABIL,69551,7,2026-05-30 03:59:00
UMK002135,NAIK,487000,2,2026-05-30 07:25:00
UMK002136,STABIL,447000,5,2026-05-30 08:18:00
UMK002137,STABIL,1644000,3,2026-05-30 03:50:00
UMK002138,STABIL,208000,4,2026-05-30 08:15:00
UMK002139,STABIL,458000,5,2026-05-30 07:26:00
UMK002140,STABIL,1976000,6,2026-05-30 09:46:00
UMK002141,NAIK,729000,5,2026-05-30 06:55:00
UMK002142,STABIL,288000,3,2026-05-30 05:38:00
UMK002143,STABIL,164000,2,2026-05-30 03:58:00
UMK002144,STABIL,472000,3,2026-05-30 05:23:00
UMK002145,STABIL,347000,6,2026-05-30 08:41:00
UMK002146,STABIL,249000,6,2026-05-30 08:40:00
UMK002147,NAIK,1461000,3,2026-05-30 03:44:00
UMK002148,NAIK,334000,7,2026-05-30 05:54:00
UMK002149,STABIL,318000,7,2026-05-30 03:40:00
UMK002150,STABIL,130000,4,2026-05-30 06:51:00
UMK002151,EKSPANSI,557000,6,2026-05-30 09:35:00
UMK002152,NAIK,391000,6,2026-05-30 06:01:00
UMK002153,NAIK,431000,6,2026-05-30 06:18:00
UMK002154,STABIL,458000,5,2026-05-30 05:45:00
UMK002155,STABIL,374000,6,2026-05-30 04:55:00
UMK002156,NAIK,223000,5,2026-05-30 04:46:00
UMK002157,STABIL,386000,7,2026-05-30 03:04:00
UMK002158,NAIK,700000,3,2026-05-30 08:44:00
UMK002159,STABIL,72000,3,2026-05-30 02:28:00
UMK002160,NAIK,276000,3,2026-05-30 03:05:00
UMK002161,STABIL,377000,7,2026-05-30 05:54:00
UMK002162,STABIL,122000,5,2026-05-30 03:46:00
UMK002163,STABIL,291000,1,2026-05-30 05:38:00
UMK002164,EKSPANSI,385000,6,2026-05-30 01:22:00
UMK002165,EKSPANSI,543000,6,2026-05-30 01:02:00
UMK002166,EKSPANSI,243000,2,2026-05-30 03:32:00
UMK002167,STABIL,274000,6,2026-05-30 07:37:00
UMK002168,STABIL,352000,5,2026-05-30 01:38:00
UMK002169,STABIL,466000,4,2026-05-30 06:38:00
UMK002170,STABIL,202000,7,2026-05-30 08:49:00
UMK002171,STABIL,1589000,3,2026-05-30 01:04:00
UMK002172,STABIL,653000,3,2026-05-30 03:46:00
UMK002173,STABIL,382000,3,2026-05-30 05:23:00
UMK002174,STABIL,1266000,5,2026-05-30 07:03:00
UMK002175,STABIL,607000,6,2026-05-30 06:12:00
UMK002176,NAIK,1066000,2,2026-05-30 09:12:00
UMK002177,STABIL,247000,2,2026-05-30 07:03:00
UMK002178,EKSPANSI,80000,6,2026-05-30 06:26:00
UMK002179,NAIK,253000,2,2026-05-30 04:37:00
UMK002180,EKSPANSI,651000,4,2026-05-30 07:21:00
UMK002181,NAIK,253000,6,2026-05-30 07:58:00
UMK002182,STABIL,1056000,4,2026-05-30 01:30:00
UMK002183,STABIL,611000,5,2026-05-30 09:17:00
UMK002184,STABIL,701000,4,2026-05-30 02:03:00
UMK002185,NAIK,500000,5,2026-05-30 07:26:00
UMK002186,STABIL,369000,3,2026-05-30 03:39:00
UMK002187,STABIL,160000,6,2026-05-30 04:05:00
UMK002188,STABIL,163000,5,2026-05-30 06:31:00
UMK002189,EKSPANSI,213000,4,2026-05-30 02:48:00
UMK002190,NAIK,272000,4,2026-05-30 03:11:00
UMK002191,STABIL,380000,4,2026-05-30 06:05:00
UMK002192,NAIK,187000,3,2026-05-30 03:29:00
UMK002193,STABIL,348000,5,2026-05-30 04:39:00
UMK002194,STABIL,336000,6,2026-05-30 03:07:00
UMK002195,STABIL,500000,4,2026-05-30 07:24:00
UMK002196,STABIL,82000,7,2026-05-30 09:01:00
UMK002197,STABIL,172000,6,2026-05-30 05:53:00
UMK002198,STABIL,185000,6,2026-05-30 01:15:00
UMK002199,STABIL,159000,2,2026-05-30 08:44:00
UMK002200,STABIL,779000,5,2026-05-30 04:28:00
UMK002201,NAIK,298000,3,2026-05-30 02:36:00
UMK002202,NAIK,947000,3,2026-05-30 03:42:00
UMK002203,STABIL,231000,4,2026-05-30 06:06:00
UMK002204,STABIL,176000,4,2026-05-30 03:39:00
UMK002205,STABIL,242000,2,2026-05-30 04:29:00
UMK002206,STABIL,272000,6,2026-05-30 09:57:00
UMK002207,STABIL,909000,4,2026-05-30 01:47:00
UMK002208,NAIK,206000,2,2026-05-30 05:37:00
UMK002209,STABIL,328000,4,2026-05-30 08:46:00
UMK002210,STABIL,697000,2,2026-05-30 01:14:00
UMK002211,EKSPANSI,456000,6,2026-05-30 02:15:00
UMK002212,STABIL,297000,3,2026-05-30 03:04:00
UMK002213,STABIL,196000,5,2026-05-30 03:36:00
UMK002214,STABIL,171000,6,2026-05-30 04:59:00
UMK002215,STABIL,526000,5,2026-05-30 01:17:00
UMK002216,NAIK,121000,7,2026-05-30 05:46:00
UMK002217,NAIK,290000,3,2026-05-30 05:42:00
UMK002218,STABIL,165000,3,2026-05-30 03:35:00
UMK002219,NAIK,626000,3,2026-05-30 08:24:00
UMK002220,STABIL,233000,5,2026-05-30 06:59:00
UMK002221,STABIL,101000,6,2026-05-30 01:02:00
UMK002222,STABIL,729000,6,2026-05-30 07:54:00
UMK002223,STABIL,441000,5,2026-05-30 02:15:00
UMK002224,NAIK,397000,2,2026-05-30 02:02:00
UMK002225,STABIL,298000,1,2026-05-30 03:20:00
UMK002226,NAIK,214000,3,2026-05-30 09:09:00
UMK002227,NAIK,203000,3,2026-05-30 06:56:00
UMK002228,STABIL,250000,5,2026-05-30 08:22:00
UMK002229,EKSPANSI,142000,4,2026-05-30 02:30:00
UMK002230,STABIL,120000,2,2026-05-30 03:11:00
UMK002231,BERISIKO,79128,1,2026-05-30 07:07:00
UMK002232,STABIL,221000,6,2026-05-30 01:55:00
UMK002233,STABIL,415000,5,2026-05-30 09:50:00
UMK002234,STABIL,64000,5,2026-05-30 03:50:00
UMK002235,STABIL,206000,6,2026-05-30 08:30:00
UMK002236,NAIK,628000,3,2026-05-30 07:31:00
UMK002237,STABIL,631000,3,2026-05-30 07:20:00
UMK002238,STABIL,521000,3,2026-05-30 09:29:00
UMK002239,STABIL,356000,4,2026-05-30 09:30:00
UMK002240,TURUN,240000,2,2026-05-30 01:15:00
UMK002241,NAIK,937000,7,2026-05-30 07:58:00
UMK002242,STABIL,165000,1,2026-05-30 05:11:00
UMK002243,NAIK,626000,2,2026-05-30 04:08:00
UMK002244,STABIL,276000,7,2026-05-30 02:17:00
UMK002245,NAIK,3037000,3,2026-05-30 04:25:00
UMK002246,STABIL,312000,2,2026-05-30 03:48:00
UMK002247,EKSPANSI,143000,4,2026-05-30 04:27:00
UMK002248,NAIK,506000,4,2026-05-30 06:33:00
UMK002249,STABIL,66519,2,2026-05-30 07:33:00
UMK002250,STABIL,510000,5,2026-05-30 07:06:00
UMK002251,STABIL,593000,6,2026-05-30 03:49:00
UMK002252,NAIK,138000,5,2026-05-30 03:07:00
UMK002253,STABIL,228000,5,2026-05-30 06:48:00
UMK002254,STABIL,461000,6,2026-05-30 04:59:00
UMK002255,STABIL,152000,3,2026-05-30 06:02:00
UMK002256,NAIK,432000,5,2026-05-30 09:41:00
UMK002257,NAIK,411000,5,2026-05-30 06:20:00
UMK002258,STABIL,651000,6,2026-05-30 03:16:00
UMK002259,STABIL,259000,3,2026-05-30 02:11:00
UMK002260,STABIL,303000,4,2026-05-30 03:21:00
UMK002261,STABIL,1732000,3,2026-05-30 06:18:00
UMK002262,STABIL,206000,6,2026-05-30 05:01:00
UMK002263,STABIL,292000,4,2026-05-30 09:37:00
UMK002264,STABIL,881000,5,2026-05-30 09:17:00
UMK002265,NAIK,950000,4,2026-05-30 05:27:00
UMK002266,NAIK,798000,5,2026-05-30 07:57:00
UMK002267,STABIL,392000,3,2026-05-30 09:32:00
UMK002268,STABIL,216000,1,2026-05-30 08:07:00
UMK002269,STABIL,106000,6,2026-05-30 05:54:00
UMK002270,NAIK,500000,5,2026-05-30 01:41:00
UMK002271,STABIL,325000,1,2026-05-30 03:11:00
UMK002272,NAIK,418000,3,2026-05-30 06:34:00
UMK002273,NAIK,1005000,4,2026-05-30 03:22:00
UMK002274,STABIL,290000,5,2026-05-30 03:14:00
UMK002275,STABIL,143000,4,2026-05-30 07:58:00
UMK002276,EKSPANSI,640000,4,2026-05-30 04:02:00
UMK002277,STABIL,124000,4,2026-05-30 03:59:00
UMK002278,STABIL,497000,1,2026-05-30 09:06:00
UMK002279,STABIL,354000,4,2026-05-30 01:23:00
UMK002280,STABIL,124000,1,2026-05-30 02:29:00
UMK002281,STABIL,61000,6,2026-05-30 05:31:00
UMK002282,NAIK,413000,2,2026-05-30 06:02:00
UMK002283,STABIL,248000,2,2026-05-30 08:23:00
UMK002284,STABIL,94000,5,2026-05-30 02:21:00
UMK002285,EKSPANSI,260000,6,2026-05-30 06:44:00
UMK002286,STABIL,1089000,5,2026-05-30 07:48:00
UMK002287,NAIK,604000,5,2026-05-30 02:35:00
UMK002288,STABIL,81000,3,2026-05-30 06:59:00
UMK002289,STABIL,204000,5,2026-05-30 08:44:00
UMK002290,STABIL,488000,2,2026-05-30 03:41:00
UMK002291,NAIK,243000,5,2026-05-30 06:54:00
UMK002292,NAIK,1177000,4,2026-05-30 09:41:00
UMK002293,STABIL,451000,3,2026-05-30 01:44:00
UMK002294,STABIL,830000,4,2026-05-30 04:13:00
UMK002295,STABIL,172000,2,2026-05-30 09:11:00
UMK002296,NAIK,389000,4,2026-05-30 05:01:00
UMK002297,STABIL,243000,4,2026-05-30 09:58:00
UMK002298,STABIL,345000,4,2026-05-30 02:48:00
UMK002299,STABIL,753000,3,2026-05-30 02:46:00
UMK002300,NAIK,780000,4,2026-05-30 07:31:00
UMK002301,STABIL,534000,5,2026-05-30 09:46:00
UMK002302,STABIL,869000,4,2026-05-30 05:46:00
UMK002303,STABIL,289000,5,2026-05-30 03:12:00
UMK002304,STABIL,354000,5,2026-05-30 04:40:00
UMK002305,STABIL,191000,4,2026-05-30 01:40:00
UMK002306,NAIK,753000,7,2026-05-30 06:03:00
UMK002307,NAIK,133000,4,2026-05-30 05:43:00
UMK002308,STABIL,273000,6,2026-05-30 06:37:00
UMK002309,STABIL,273000,4,2026-05-30 08:37:00
UMK002310,STABIL,801000,5,2026-05-30 04:03:00
UMK002311,NAIK,746000,2,2026-05-30 02:50:00
UMK002312,STABIL,379000,2,2026-05-30 02:00:00
UMK002313,STABIL,304000,5,2026-05-30 05:45:00
UMK002314,NAIK,486000,2,2026-05-30 01:49:00
UMK002315,STABIL,374000,6,2026-05-30 05:59:00
UMK002316,STABIL,453000,3,2026-05-30 06:19:00
UMK002317,STABIL,190000,6,2026-05-30 07:51:00
UMK002318,NAIK,422000,5,2026-05-30 07:01:00
UMK002319,STABIL,537000,6,2026-05-30 09:21:00
UMK002320,STABIL,1213000,3,2026-05-30 01:27:00
UMK002321,STABIL,948000,3,2026-05-30 06:40:00
UMK002322,EKSPANSI,358000,6,2026-05-30 08:06:00
UMK002323,STABIL,358000,2,2026-05-30 01:23:00
UMK002324,NAIK,794000,3,2026-05-30 06:23:00
UMK002325,STABIL,738000,4,2026-05-30 04:21:00
UMK002326,NAIK,886000,3,2026-05-30 02:24:00
UMK002327,STABIL,323000,7,2026-05-30 03:52:00
UMK002328,BERISIKO,100430,2,2026-05-30 04:43:00
UMK002329,STABIL,128000,7,2026-05-30 01:47:00
UMK002330,NAIK,743000,3,2026-05-30 07:02:00
UMK002331,NAIK,1258000,4,2026-05-30 06:03:00
UMK002332,STABIL,138000,4,2026-05-30 02:05:00
UMK002333,STABIL,119000,2,2026-05-30 08:17:00
UMK002334,STABIL,238000,4,2026-05-30 07:56:00
UMK002335,STABIL,215000,6,2026-05-30 06:09:00
UMK002336,STABIL,215000,2,2026-05-30 06:43:00
UMK002337,NAIK,1609000,4,2026-05-30 06:44:00
UMK002338,NAIK,398000,7,2026-05-30 09:06:00
UMK002339,STABIL,164000,3,2026-05-30 03:30:00
UMK002340,STABIL,60000,6,2026-05-30 10:00:00
UMK002341,STABIL,287000,5,2026-05-30 02:11:00
UMK002342,NAIK,518000,4,2026-05-30 07:57:00
UMK002343,STABIL,142000,2,2026-05-30 08:30:00
UMK002344,STABIL,803000,5,2026-05-30 08:12:00
UMK002345,NAIK,373000,4,2026-05-30 09:52:00
UMK002346,NAIK,207000,5,2026-05-30 07:06:00
UMK002347,STABIL,138000,4,2026-05-30 06:57:00
UMK002348,STABIL,289000,7,2026-05-30 03:55:00
UMK002349,STABIL,279000,6,2026-05-30 03:18:00
UMK002350,STABIL,210000,4,2026-05-30 01:59:00
UMK002351,NAIK,455000,5,2026-05-30 02:46:00
UMK002352,STABIL,222000,6,2026-05-30 01:34:00
UMK002353,NAIK,115000,4,2026-05-30 03:45:00
UMK002354,STABIL,682000,5,2026-05-30 05:22:00
UMK002355,NAIK,115000,2,2026-05-30 09:55:00
UMK002356,STABIL,466000,5,2026-05-30 06:45:00
UMK002357,STABIL,301000,7,2026-05-30 01:23:00
UMK002358,STABIL,476000,5,2026-05-30 05:17:00
UMK002359,STABIL,118000,6,2026-05-30 02:00:00
UMK002360,STABIL,271000,4,2026-05-30 04:05:00
UMK002361,NAIK,818000,5,2026-05-30 09:12:00
UMK002362,STABIL,247000,6,2026-05-30 04:10:00
UMK002363,STABIL,204000,4,2026-05-30 08:20:00
UMK002364,STABIL,337000,3,2026-05-30 09:52:00
UMK002365,STABIL,512000,5,2026-05-30 06:37:00
UMK002366,NAIK,403000,3,2026-05-30 06:59:00
UMK002367,STABIL,480000,5,2026-05-30 04:02:00
UMK002368,STABIL,569000,2,2026-05-30 07:53:00
UMK002369,NAIK,651000,6,2026-05-30 01:51:00
UMK002370,STABIL,726000,5,2026-05-30 07:39:00
UMK002371,STABIL,110000,3,2026-05-30 06:00:00
UMK002372,STABIL,98000,6,2026-05-30 09:14:00
UMK002373,STABIL,989000,4,2026-05-30 02:59:00
UMK002374,STABIL,82000,3,2026-05-30 03:35:00
UMK002375,STABIL,385000,4,2026-05-30 02:43:00
UMK002376,EKSPANSI,994000,4,2026-05-30 02:21:00
UMK002377,STABIL,253000,5,2026-05-30 03:53:00
UMK002378,STABIL,201000,6,2026-05-30 09:40:00
UMK002379,EKSPANSI,226000,8,2026-05-30 03:14:00
UMK002380,EKSPANSI,1010000,4,2026-05-30 02:35:00
UMK002381,NAIK,284000,4,2026-05-30 02:46:00
UMK002382,STABIL,151000,4,2026-05-30 07:37:00
UMK002383,STABIL,301000,6,2026-05-30 08:05:00
UMK002384,STABIL,1296000,2,2026-05-30 08:54:00
UMK002385,NAIK,402000,5,2026-05-30 03:08:00
UMK002386,STABIL,209000,6,2026-05-30 04:43:00
UMK002387,STABIL,254000,5,2026-05-30 06:11:00
UMK002388,NAIK,177000,5,2026-05-30 06:32:00
UMK002389,NAIK,342000,5,2026-05-30 04:11:00
UMK002390,EKSPANSI,102000,2,2026-05-30 01:20:00
UMK002391,EKSPANSI,456000,6,2026-05-30 04:03:00
UMK002392,STABIL,801000,3,2026-05-30 03:40:00
UMK002393,STABIL,1349000,5,2026-05-30 07:18:00
UMK002394,STABIL,613000,4,2026-05-30 01:19:00
UMK002395,STABIL,489000,3,2026-05-30 02:15:00
UMK002396,STABIL,181000,3,2026-05-30 07:34:00
UMK002397,EKSPANSI,88000,2,2026-05-30 08:25:00
UMK002398,STABIL,918000,4,2026-05-30 09:48:00
UMK002399,NAIK,374000,6,2026-05-30 02:58:00
UMK002400,STABIL,377000,5,2026-05-30 02:25:00
UMK002401,STABIL,113000,4,2026-05-30 07:42:00
UMK002402,STABIL,136000,2,2026-05-30 07:21:00
UMK002403,STABIL,496000,4,2026-05-30 04:40:00
UMK002404,STABIL,1299000,5,2026-05-30 08:03:00
UMK002405,STABIL,453000,6,2026-05-30 03:52:00
UMK002406,STABIL,1810000,7,2026-05-30 09:56:00
UMK002407,NAIK,407000,5,2026-05-30 09:31:00
UMK002408,STABIL,373000,6,2026-05-30 07:37:00
UMK002409,STABIL,164000,2,2026-05-30 09:40:00
UMK002410,STABIL,605000,5,2026-05-30 05:27:00
UMK002411,NAIK,268000,4,2026-05-30 06:03:00
UMK002412,NAIK,421000,4,2026-05-30 09:37:00
UMK002413,STABIL,160000,3,2026-05-30 07:43:00
UMK002414,NAIK,423000,5,2026-05-30 08:39:00
UMK002415,NAIK,479000,5,2026-05-30 06:38:00
UMK002416,NAIK,513000,5,2026-05-30 06:08:00
UMK002417,STABIL,410000,3,2026-05-30 07:18:00
UMK002418,STABIL,251000,3,2026-05-30 04:28:00
UMK002419,NAIK,1169000,4,2026-05-30 09:17:00
UMK002420,STABIL,1117000,6,2026-05-30 05:53:00
UMK002421,NAIK,233000,6,2026-05-30 01:17:00
UMK002422,TURUN,30984,5,2026-05-30 07:33:00
UMK002423,STABIL,727000,5,2026-05-30 02:55:00
UMK002424,NAIK,423000,5,2026-05-30 08:43:00
UMK002425,STABIL,213707,5,2026-05-30 02:04:00
UMK002426,STABIL,283000,3,2026-05-30 06:32:00
UMK002427,STABIL,217000,4,2026-05-30 04:33:00
UMK002428,EKSPANSI,370000,6,2026-05-30 07:40:00
UMK002429,STABIL,311000,3,2026-05-30 08:06:00
UMK002430,NAIK,1417000,6,2026-05-30 08:31:00
UMK002431,STABIL,340000,4,2026-05-30 09:30:00
UMK002432,NAIK,524000,6,2026-05-30 01:54:00
UMK002433,STABIL,183000,5,2026-05-30 08:26:00
UMK002434,STABIL,288000,3,2026-05-30 08:40:00
UMK002435,STABIL,75000,4,2026-05-30 09:06:00
UMK002436,NAIK,473000,7,2026-05-30 06:59:00
UMK002437,NAIK,147000,3,2026-05-30 04:10:00
UMK002438,NAIK,372000,6,2026-05-30 09:35:00
UMK002439,NAIK,199000,5,2026-05-30 02:16:00
UMK002440,NAIK,258000,5,2026-05-30 09:59:00
UMK002441,STABIL,227000,3,2026-05-30 02:55:00
UMK002442,STABIL,195000,5,2026-05-30 04:37:00
UMK002443,STABIL,832000,3,2026-05-30 03:57:00
UMK002444,STABIL,612000,5,2026-05-30 06:01:00
UMK002445,STABIL,425000,3,2026-05-30 03:13:00
UMK002446,NAIK,237000,3,2026-05-30 06:34:00
UMK002447,STABIL,533000,2,2026-05-30 02:33:00
UMK002448,STABIL,93000,3,2026-05-30 04:46:00
UMK002449,EKSPANSI,1134000,4,2026-05-30 02:54:00
UMK002450,STABIL,356000,6,2026-05-30 02:57:00
UMK002451,STABIL,666000,6,2026-05-30 04:13:00
UMK002452,STABIL,349000,7,2026-05-30 02:12:00
UMK002453,STABIL,349000,4,2026-05-30 09:42:00
UMK002454,NAIK,639000,2,2026-05-30 03:37:00
UMK002455,NAIK,610000,3,2026-05-30 04:28:00
UMK002456,STABIL,175000,3,2026-05-30 02:58:00
UMK002457,STABIL,424000,4,2026-05-30 05:32:00
UMK002458,STABIL,357000,1,2026-05-30 04:11:00
UMK002459,NAIK,185000,3,2026-05-30 04:53:00
UMK002460,STABIL,839000,2,2026-05-30 09:26:00
UMK002461,STABIL,518000,5,2026-05-30 01:10:00
UMK002462,NAIK,966000,6,2026-05-30 02:08:00
UMK002463,STABIL,552000,6,2026-05-30 04:35:00
UMK002464,NAIK,476000,4,2026-05-30 07:18:00
UMK002465,NAIK,116000,2,2026-05-30 01:32:00
