lokasi_id,provinsi,kabupaten_kota,kecamatan,kelurahan,kode_pos,alamat_detail,latitude,longitude,created_at,updated_at
LOK000302,Jawa Barat,Bandung,Coblong,Sekeloa,40135,Jl. Pemuda Gang Arjuna No. 2,-6.873605,107.610977,2025-05-06 18:05:32,2025-06-29 18:05:32
LOK000303,Jawa Tengah,Klaten,Klaten Tengah,Tonggalan,57414,Kompleks Ruko Griya Usaha Blok G No. 78,-7.687102,110.628769,2026-02-01 04:34:03,2026-02-07 04:34:03
LOK000304,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gandaria Utara,12190,Jl. Ir. Soekarno Gang Pandan No. 3,-6.234494,106.812471,2025-11-11 17:56:59,2025-12-03 17:56:59
LOK000305,Jawa Tengah,Pekalongan,Pekalongan Barat,Medono,51116,Kompleks Ruko Mutiara Blok E No. 217,-6.879019,109.647027,2024-10-23 08:15:01,2024-11-18 08:15:01
LOK000306,Jawa Tengah,Sukoharjo,Grogol,Madegondo,57552,"Sentra UMKM Beringharjo, Kios D162",-7.616849,110.833579,2024-06-01 12:48:50,2024-06-17 12:48:50
LOK000307,Jawa Barat,Bandung,Coblong,Sekeloa,40135,Jl. Sawo No. 69 RT 06/RW 05,-6.891707,107.613304,2025-06-20 05:48:29,2025-07-14 05:48:29
LOK000308,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,Jl. Jenderal Sudirman No. 237 RT 13/RW 07,-7.571839,110.771631,2025-02-06 14:25:26,2025-04-02 14:25:26
LOK000309,Jawa Timur,Madiun,Taman,Banjarejo,63139,Kompleks Ruko Niaga Kartasura Blok E No. 3,-7.620120,111.505008,2025-09-16 04:01:52,2025-09-26 04:01:52
LOK000310,Jawa Tengah,Surakarta,Banjarsari,Kadipiro,57135,Jl. Nangka Gang Arjuna No. 3,-7.565739,110.808855,2025-05-12 20:44:18,2025-06-20 20:44:18
LOK000311,Jawa Tengah,Salatiga,Sidorejo,Salatiga,50714,Jl. Lingkar Utara Kav. 66 Blok E,-7.346214,110.529279,2024-05-30 15:31:26,2024-07-03 15:31:26
LOK000312,Jawa Tengah,Surakarta,Banjarsari,Kadipiro,57135,Jl. Sultan Agung No. 43 RT 06/RW 06,-7.547774,110.818310,2024-02-25 07:00:33,2024-04-24 07:00:33
LOK000313,Jawa Tengah,Sukoharjo,Kartasura,Pabelan,57169,Jl. Ahmad Yani Kav. 35 Blok G,-7.539157,110.771248,2025-08-06 19:24:49,2025-09-03 19:24:49
LOK000314,Jawa Tengah,Sukoharjo,Kartasura,Pabelan,57169,"Jl. Kartini KM 16.6, RT 08/RW 02",-7.537129,110.754641,2024-03-03 00:28:01,2024-04-03 00:28:01
LOK000315,Jawa Timur,Sidoarjo,Waru,Wadungasri,61256,"Sentra UMKM Tembalang, Kios G186",-7.335357,112.777220,2024-07-16 21:30:02,2024-07-30 21:30:02
LOK000316,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,"Jl. Raya Kartasura KM 5.2, RT 08/RW 07",-7.556737,110.787087,2025-10-17 01:42:49,2025-10-22 01:42:49
LOK000317,Jawa Tengah,Surakarta,Banjarsari,Nusukan,57135,Jl. Slamet Riyadi No. 79 RT 05/RW 12,-7.552157,110.798723,2025-08-11 00:57:22,2025-10-04 00:57:22
LOK000318,Jawa Tengah,Sukoharjo,Grogol,Telukan,57552,Pasar Nusukan Los C-76,-7.593272,110.792464,2024-07-11 10:28:05,2024-09-01 10:28:05
LOK000319,Jawa Tengah,Magelang,Magelang Tengah,Kemirirejo,56122,Jl. Ir. Soekarno Gang Pandan No. 73,-7.450488,110.197341,2024-11-18 15:39:01,2024-11-25 15:39:01
LOK000320,Jawa Tengah,Surakarta,Laweyan,Sondakan,57146,Kompleks Ruko Griya Usaha Blok C No. 139,-7.575438,110.811669,2024-12-30 06:14:52,2025-02-15 06:14:52
LOK000321,Jawa Tengah,Boyolali,Boyolali,Pulisen,57316,"Jl. Cendana KM 18.7, RT 04/RW 03",-7.549442,110.590730,2026-05-07 17:15:27,2026-06-03 17:15:27
LOK000322,Jawa Timur,Malang,Lowokwaru,Mojolangu,65141,Jl. Adi Sumarmo No. 196 RT 05/RW 04,-7.941345,112.604308,2024-09-10 10:00:23,2024-10-02 10:00:23
LOK000323,Jawa Timur,Sidoarjo,Waru,Pepelegi,61256,Jl. Pemuda Kav. 133 Blok A,-7.363946,112.736837,2024-01-10 04:52:55,2024-02-02 04:52:55
LOK000324,Jawa Tengah,Sukoharjo,Kartasura,Gonilan,57169,"Jl. Kartini KM 9.7, RT 12/RW 04",-7.579308,110.749935,2024-01-25 09:20:41,2024-02-02 09:20:41
LOK000325,Jawa Tengah,Surakarta,Banjarsari,Kadipiro,57135,Pasar Klewer Los C-45,-7.540749,110.841844,2024-08-15 00:20:39,2024-08-20 00:20:39
LOK000326,Jawa Tengah,Surakarta,Banjarsari,Nusukan,57135,Jl. Kenanga Gang Pandan No. 25,-7.544590,110.799294,2024-05-18 04:03:40,2024-07-12 04:03:40
LOK000327,Jawa Tengah,Klaten,Klaten Tengah,Tonggalan,57414,Kompleks Ruko Mutiara Blok H No. 115,-7.710418,110.604818,2024-06-29 22:00:46,2024-08-03 22:00:46
LOK000328,Jawa Tengah,Boyolali,Boyolali,Pulisen,57316,"Sentra UMKM Grogol, Kios F149",-7.518857,110.597178,2024-01-16 14:37:34,2024-01-27 14:37:34
LOK000329,Jawa Tengah,Karanganyar,Colomadu,Bolon,57177,"Sentra UMKM Beringharjo, Kios F3",-7.531473,110.759163,2024-07-25 11:43:38,2024-09-16 11:43:38
LOK000330,Jawa Tengah,Sukoharjo,Kartasura,Pabelan,57169,Jl. Lingkar Utara Kav. 56 Blok A,-7.552058,110.755918,2025-03-09 23:03:19,2025-04-10 23:03:19
LOK000331,Jawa Tengah,Semarang,Tembalang,Sendangmulyo,50275,Kompleks Ruko Sumber Rejeki Blok A No. 22,-7.073903,110.414976,2024-06-25 14:57:36,2024-07-22 14:57:36
LOK000332,Jawa Tengah,Pekalongan,Pekalongan Barat,Medono,51116,Jl. Perintis Kemerdekaan No. 68 RT 11/RW 06,-6.880975,109.676457,2025-12-26 18:06:53,2026-01-27 18:06:53
LOK000333,Jawa Tengah,Surakarta,Banjarsari,Gilingan,57135,Jl. Industri Kecil Kav. 84 Blok F,-7.543442,110.796603,2024-04-17 09:35:44,2024-05-06 09:35:44
LOK000334,Jawa Tengah,Boyolali,Boyolali,Siswodipuran,57316,Jl. Nangka Kav. 154 Blok D,-7.550338,110.596467,2024-10-30 23:48:48,2024-12-16 23:48:48
LOK000335,Jawa Tengah,Surakarta,Banjarsari,Nusukan,57135,"Sentra UMKM Grogol, Kios F180",-7.569684,110.816884,2025-02-04 05:26:02,2025-03-09 05:26:02
LOK000336,Bali,Denpasar,Denpasar Selatan,Sanur,80227,Jl. Kaliurang Gang Sawo No. 232,-8.699267,115.222134,2024-09-13 00:28:51,2024-09-17 00:28:51
LOK000337,Jawa Tengah,Sukoharjo,Grogol,Madegondo,57552,Jl. Pasar Kliwon Gang Werkudara No. 215,-7.620949,110.809017,2025-01-09 08:10:17,2025-03-07 08:10:17
LOK000338,DI Yogyakarta,Sleman,Depok,Caturtunggal,55281,Jl. Slamet Riyadi Kav. 21 Blok A,-7.787149,110.360770,2026-05-31 17:23:53,2026-07-19 17:23:53
LOK000339,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,Pasar Colomadu Los D-113,-7.545792,110.782697,2024-05-24 04:49:43,2024-05-26 04:49:43
LOK000340,Jawa Barat,Bandung,Coblong,Lebakgede,40135,"Jl. Slamet Riyadi KM 7.6, RT 06/RW 06",-6.864179,107.592663,2025-03-28 16:37:08,2025-05-10 16:37:08
LOK000341,Jawa Tengah,Sukoharjo,Grogol,Telukan,57552,Pasar Nusukan Los B-140,-7.622703,110.833721,2026-05-25 01:09:54,2026-06-10 01:09:54
LOK000342,Jawa Tengah,Sukoharjo,Kartasura,Pabelan,57169,Jl. Imam Bonjol No. 146 RT 14/RW 03,-7.556273,110.751488,2025-12-15 02:34:01,2025-12-27 02:34:01
LOK000343,Jawa Barat,Bekasi,Bekasi Selatan,Pekayon Jaya,17148,"Sentra UMKM Colomadu, Kios A158",-6.224482,106.973990,2025-07-23 09:30:05,2025-07-29 09:30:05
LOK000344,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,Jl. Lingkar Utara No. 116 RT 03/RW 01,-7.577990,110.768963,2024-03-23 05:11:29,2024-04-05 05:11:29
LOK000345,Jawa Tengah,Sukoharjo,Grogol,Madegondo,57552,"Sentra UMKM Beringharjo, Kios G157",-7.604958,110.825407,2025-12-17 16:15:05,2026-01-21 16:15:05
LOK000346,Jawa Timur,Madiun,Taman,Mojorejo,63139,Kompleks Ruko Niaga Kartasura Blok C No. 1,-7.635025,111.519253,2024-10-07 19:33:46,2024-11-22 19:33:46
LOK000347,Jawa Tengah,Surakarta,Laweyan,Sondakan,57146,Pasar Grogol Los E-10,-7.548160,110.775027,2024-04-12 05:05:03,2024-04-28 05:05:03
LOK000348,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gandaria Utara,12190,"Sentra UMKM Beringharjo, Kios C51",-6.225887,106.787924,2024-01-23 15:49:28,2024-03-22 15:49:28
LOK000349,Jawa Tengah,Surakarta,Banjarsari,Nusukan,57135,Jl. Tanjung Kav. 113 Blok G,-7.539401,110.819789,2025-10-10 07:34:04,2025-10-25 07:34:04
LOK000350,Jawa Tengah,Magelang,Magelang Tengah,Gelangan,56122,Jl. Adi Sumarmo Gang Srikandi No. 207,-7.477806,110.204297,2024-05-10 22:09:18,2024-07-09 22:09:18
LOK000351,Jawa Tengah,Pekalongan,Pekalongan Barat,Pringrejo,51116,Kompleks Ruko Niaga Kartasura Blok E No. 16,-6.902185,109.671367,2024-03-30 10:42:12,2024-05-05 10:42:12
LOK000352,Bali,Denpasar,Denpasar Selatan,Renon,80227,Kompleks Ruko Mutiara Blok E No. 15,-8.681396,115.223969,2025-07-24 05:20:21,2025-08-22 05:20:21
LOK000353,Jawa Tengah,Boyolali,Boyolali,Pulisen,57316,Jl. Sawo Kav. 53 Blok B,-7.517581,110.612919,2025-09-23 09:57:48,2025-10-01 09:57:48
LOK000354,Jawa Tengah,Karanganyar,Colomadu,Bolon,57177,Kompleks Ruko Pasar Modern Blok B No. 225,-7.517533,110.776276,2024-09-01 13:13:47,2024-09-18 13:13:47
LOK000355,Jawa Tengah,Karanganyar,Colomadu,Gajahan,57177,Pasar Nusukan Los D-155,-7.551393,110.768225,2024-12-18 18:29:57,2025-01-08 18:29:57
LOK000356,DI Yogyakarta,Bantul,Banguntapan,Potorono,55198,Jl. Cendana Gang Melati No. 193,-7.806294,110.432843,2024-03-30 21:07:17,2024-04-01 21:07:17
LOK000357,Jawa Tengah,Sukoharjo,Kartasura,Gonilan,57169,Jl. Jambu Gang Srikandi No. 9,-7.570322,110.781221,2025-03-26 21:28:02,2025-04-04 21:28:02
LOK000358,Jawa Barat,Bandung,Coblong,Lebakgede,40135,Pasar Grogol Los A-16,-6.899843,107.592774,2024-08-06 23:30:34,2024-09-28 23:30:34
LOK000359,Jawa Timur,Madiun,Taman,Mojorejo,63139,Kompleks Ruko Griya Usaha Blok E No. 71,-7.629137,111.520333,2026-03-09 18:15:13,2026-04-02 18:15:13
LOK000360,Jawa Tengah,Surakarta,Banjarsari,Kadipiro,57135,Pasar Colomadu Los D-141,-7.562213,110.820839,2024-11-15 17:59:05,2024-11-30 17:59:05
LOK000361,Jawa Timur,Surabaya,Wonokromo,Darmo,60241,Jl. KH Ahmad Dahlan Kav. 54 Blok H,-7.262876,112.726974,2024-02-18 00:03:52,2024-03-16 00:03:52
LOK000362,DI Yogyakarta,Bantul,Banguntapan,Jambidan,55198,Kompleks Ruko Sumber Rejeki Blok A No. 179,-7.808740,110.437627,2024-12-26 16:35:32,2024-12-29 16:35:32
LOK000363,Jawa Tengah,Magelang,Magelang Tengah,Gelangan,56122,Kompleks Ruko Solo Baru Blok H No. 166,-7.457167,110.234967,2026-03-01 19:35:02,2026-03-01 19:35:02
LOK000364,Jawa Tengah,Sukoharjo,Grogol,Telukan,57552,Jl. Wijaya Kusuma Gang Werkudara No. 49,-7.604654,110.791496,2024-06-14 04:44:46,2024-08-10 04:44:46
LOK000365,Sumatera Utara,Medan,Medan Kota,Siti Rejo,20216,"Jl. Raya Solo-Jogja KM 17.8, RT 01/RW 06",3.565344,98.656580,2025-07-22 04:09:43,2025-08-26 04:09:43
LOK000366,Jawa Barat,Bandung,Coblong,Sekeloa,40135,Jl. Letjen Suprapto Kav. 115 Blok D,-6.911862,107.625046,2024-05-21 17:41:32,2024-07-13 17:41:32
LOK000367,Jawa Tengah,Surakarta,Laweyan,Sondakan,57146,Kompleks Ruko Sumber Rejeki Blok B No. 68,-7.586493,110.782552,2024-01-27 16:30:43,2024-02-05 16:30:43
LOK000368,Jawa Tengah,Karanganyar,Colomadu,Bolon,57177,Jl. Kaliurang Gang Melati No. 209,-7.518963,110.750845,2025-09-12 11:00:57,2025-09-14 11:00:57
LOK000369,Jawa Tengah,Boyolali,Boyolali,Banaran,57316,Jl. Tanjung Kav. 190 Blok F,-7.534228,110.589813,2026-05-16 12:13:47,2026-05-31 12:13:47
LOK000370,Jawa Tengah,Klaten,Klaten Tengah,Bareng,57414,Jl. Pangeran Diponegoro No. 161 RT 05/RW 05,-7.695004,110.591318,2024-08-12 18:28:25,2024-10-02 18:28:25
LOK000371,Jawa Tengah,Semarang,Banyumanik,Ngesrep,50263,Jl. Jambu No. 149 RT 05/RW 06,-7.053819,110.440574,2024-06-29 14:42:54,2024-07-25 14:42:54
LOK000372,Jawa Barat,Bandung,Coblong,Dago,40135,"Sentra UMKM Grogol, Kios F238",-6.895358,107.599239,2026-03-21 16:14:29,2026-05-17 16:14:29
LOK000373,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,Jl. Imam Bonjol Gang Mawar No. 153,-7.563409,110.808133,2024-02-28 01:11:52,2024-03-31 01:11:52
LOK000374,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,Jl. Pemuda No. 44 RT 12/RW 03,-7.563908,110.777945,2024-04-05 16:21:24,2024-04-18 16:21:24
LOK000375,Jawa Tengah,Semarang,Tembalang,Tembalang,50275,Pasar Colomadu Los A-96,-7.038158,110.438495,2025-06-29 02:49:20,2025-08-25 02:49:20
LOK000376,Jawa Tengah,Karanganyar,Colomadu,Malangjiwan,57177,Jl. Letjen Suprapto Kav. 111 Blok H,-7.549498,110.761302,2025-08-25 16:24:14,2025-10-10 16:24:14
LOK000377,Jawa Tengah,Surakarta,Banjarsari,Kadipiro,57135,"Jl. Pasar Kliwon KM 15.8, RT 12/RW 12",-7.550563,110.812532,2025-02-21 14:32:48,2025-03-24 14:32:48
LOK000378,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Melawai,12190,Jl. Sultan Agung No. 164 RT 05/RW 06,-6.234294,106.780620,2025-05-05 07:16:00,2025-06-25 07:16:00
LOK000379,DI Yogyakarta,Bantul,Banguntapan,Jambidan,55198,Jl. Adi Sumarmo Gang Anggrek No. 209,-7.824103,110.435137,2025-11-12 14:59:18,2026-01-04 14:59:18
LOK000380,Jawa Tengah,Surakarta,Banjarsari,Nusukan,57135,Pasar Colomadu Los F-52,-7.533314,110.805282,2024-10-30 21:25:05,2024-12-24 21:25:05
LOK000381,Jawa Tengah,Karanganyar,Colomadu,Gajahan,57177,Jl. Kapten Mulyadi No. 145 RT 13/RW 05,-7.520638,110.774879,2024-07-29 23:49:06,2024-09-27 23:49:06
LOK000382,DI Yogyakarta,Sleman,Depok,Condongcatur,55281,Jl. S. Parman Kav. 79 Blok B,-7.758125,110.375680,2024-10-18 05:40:31,2024-11-24 05:40:31
LOK000383,DI Yogyakarta,Sleman,Depok,Maguwoharjo,55281,Pasar Klewer Los B-188,-7.784485,110.391312,2026-03-13 03:03:45,2026-05-11 03:03:45
LOK000384,Jawa Tengah,Semarang,Tembalang,Kedungmundu,50275,Jl. Brigjen Katamso Kav. 169 Blok F,-7.065660,110.427994,2025-11-17 22:13:11,2026-01-09 22:13:11
LOK000385,DI Yogyakarta,Bantul,Banguntapan,Jambidan,55198,"Sentra UMKM Kartasura, Kios E67",-7.839406,110.425733,2025-12-29 11:13:35,2026-02-19 11:13:35
LOK000386,Jawa Barat,Bekasi,Bekasi Selatan,Marga Jaya,17148,Jl. Tanjung Gang Cempaka No. 98,-6.221382,106.991432,2026-01-01 07:53:48,2026-01-24 07:53:48
LOK000387,Jawa Tengah,Sukoharjo,Kartasura,Ngadirejo,57169,"Sentra UMKM Nusukan, Kios B5",-7.576922,110.766998,2024-02-17 21:39:43,2024-02-28 21:39:43
LOK000388,Jawa Timur,Malang,Lowokwaru,Dinoyo,65141,"Sentra UMKM Tembalang, Kios B117",-7.954478,112.595884,2024-04-16 15:50:15,2024-05-17 15:50:15
LOK000389,Jawa Tengah,Banyumas,Purwokerto Timur,Sokanegara,53116,"Jl. Ahmad Yani KM 1.0, RT 02/RW 04",-7.436898,109.243356,2024-02-01 22:23:45,2024-03-05 22:23:45
LOK000390,Jawa Tengah,Surakarta,Banjarsari,Gilingan,57135,"Jl. Mawar KM 3.3, RT 03/RW 08",-7.561482,110.824700,2025-03-14 01:07:19,2025-05-02 01:07:19
LOK000391,Jawa Tengah,Sukoharjo,Grogol,Madegondo,57552,Pasar Pucangsawit Los C-113,-7.601128,110.826906,2025-08-25 08:28:37,2025-10-06 08:28:37
LOK000392,Sumatera Utara,Medan,Medan Kota,Siti Rejo,20216,"Jl. Letjen Suprapto KM 2.3, RT 01/RW 08",3.574828,98.659753,2025-10-22 01:15:49,2025-11-29 01:15:49
LOK000393,Jawa Tengah,Salatiga,Sidorejo,Kauman Kidul,50714,"Sentra UMKM Colomadu, Kios F144",-7.350932,110.486070,2024-12-29 22:48:21,2025-01-08 22:48:21
LOK000394,Jawa Tengah,Salatiga,Sidorejo,Salatiga,50714,Pasar Grogol Los E-208,-7.340115,110.484705,2026-05-05 20:48:15,2026-05-31 20:48:15
LOK000395,Jawa Tengah,Karanganyar,Colomadu,Gajahan,57177,Jl. Setiabudi No. 235 RT 05/RW 05,-7.534373,110.777837,2024-07-07 14:46:05,2024-07-28 14:46:05
LOK000396,Jawa Barat,Bandung,Coblong,Dago,40135,"Sentra UMKM Beringharjo, Kios D80",-6.866183,107.616595,2025-04-08 11:48:52,2025-05-28 11:48:52
LOK000397,DI Yogyakarta,Bantul,Banguntapan,Banguntapan,55198,Pasar Kartasura Los C-50,-7.842640,110.431602,2025-07-24 23:02:22,2025-07-24 23:02:22
LOK000398,Jawa Barat,Bekasi,Bekasi Selatan,Marga Jaya,17148,Jl. Anggrek Kav. 72 Blok C,-6.260113,106.975892,2024-05-07 23:57:46,2024-07-03 23:57:46
LOK000399,Jawa Tengah,Sukoharjo,Grogol,Telukan,57552,"Sentra UMKM Colomadu, Kios B197",-7.626754,110.797160,2024-05-04 01:38:26,2024-05-07 01:38:26
LOK000400,DI Yogyakarta,Sleman,Depok,Caturtunggal,55281,Jl. Veteran Kav. 75 Blok F,-7.770592,110.374737,2026-03-31 13:16:06,2026-04-04 13:16:06
LOK000401,DI Yogyakarta,Bantul,Banguntapan,Jambidan,55198,Pasar Beringharjo Los A-165,-7.824128,110.423927,2026-05-26 22:11:59,2026-07-25 22:11:59
LOK000402,Jawa Tengah,Klaten,Klaten Tengah,Bareng,57414,Jl. Wijaya Kusuma No. 219 RT 06/RW 03,-7.710409,110.628923,2024-08-25 04:04:46,2024-10-10 04:04:46
LOK000403,Jawa Tengah,Surakarta,Banjarsari,Kadipiro,57135,"Sentra UMKM Colomadu, Kios H164",-7.537385,110.820062,2025-10-27 20:35:12,2025-11-08 20:35:12
LOK000404,Jawa Barat,Bogor,Tanah Sareal,Kebon Pedes,16161,Jl. Flamboyan Gang Anggrek No. 189,-6.553478,106.816377,2024-01-22 00:19:02,2024-02-26 00:19:02
LOK000405,Jawa Timur,Madiun,Taman,Mojorejo,63139,"Sentra UMKM Grogol, Kios D237",-7.655281,111.527329,2026-01-13 12:06:44,2026-03-06 12:06:44
LOK000406,Jawa Tengah,Surakarta,Banjarsari,Nusukan,57135,"Jl. Pemuda KM 18.0, RT 05/RW 07",-7.548886,110.820970,2026-04-16 12:57:28,2026-04-29 12:57:28
LOK000407,Jawa Tengah,Pekalongan,Pekalongan Barat,Pringrejo,51116,Jl. Jambu Kav. 78 Blok F,-6.872044,109.662121,2025-10-11 12:07:53,2025-11-01 12:07:53
LOK000408,Jawa Tengah,Surakarta,Banjarsari,Kadipiro,57135,Jl. Jambu Kav. 42 Blok D,-7.529259,110.822751,2024-05-16 13:43:45,2024-07-09 13:43:45
LOK000409,Jawa Barat,Bandung,Coblong,Sekeloa,40135,Pasar Beringharjo Los F-19,-6.888660,107.597870,2025-12-11 11:53:04,2025-12-11 11:53:04
LOK000410,Jawa Tengah,Klaten,Klaten Tengah,Tonggalan,57414,"Sentra UMKM Klewer, Kios E33",-7.699048,110.592496,2025-03-19 14:49:03,2025-04-20 14:49:03
LOK000411,DI Yogyakarta,Sleman,Depok,Condongcatur,55281,Pasar Klewer Los E-6,-7.799292,110.404882,2025-04-09 03:51:17,2025-04-13 03:51:17
LOK000412,Jawa Tengah,Salatiga,Sidorejo,Bugel,50714,Jl. Cendana Gang Cempaka No. 86,-7.313120,110.522394,2024-01-14 20:02:28,2024-03-02 20:02:28
LOK000413,DI Yogyakarta,Sleman,Depok,Maguwoharjo,55281,Jl. Pasar Kliwon Kav. 17 Blok A,-7.758582,110.376822,2024-01-15 21:36:49,2024-01-29 21:36:49
LOK000414,DI Yogyakarta,Sleman,Depok,Caturtunggal,55281,Pasar Colomadu Los A-237,-7.799126,110.388207,2026-03-08 16:31:14,2026-04-04 16:31:14
LOK000415,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,Jl. Industri Kecil No. 94 RT 05/RW 04,-7.554871,110.770926,2025-12-14 03:07:30,2026-01-14 03:07:30
LOK000416,Bali,Denpasar,Denpasar Selatan,Sanur,80227,Kompleks Ruko Griya Usaha Blok C No. 75,-8.691036,115.233324,2024-02-10 02:59:49,2024-03-28 02:59:49
LOK000417,Jawa Barat,Bandung,Coblong,Dago,40135,"Sentra UMKM Tembalang, Kios G84",-6.912918,107.611191,2026-01-02 01:00:19,2026-01-29 01:00:19
LOK000418,Jawa Tengah,Sukoharjo,Kartasura,Ngadirejo,57169,Jl. Lingkar Utara No. 208 RT 08/RW 07,-7.536619,110.792722,2025-09-29 13:00:50,2025-11-09 13:00:50
LOK000419,Jawa Tengah,Sukoharjo,Kartasura,Gonilan,57169,Pasar Klewer Los C-228,-7.575151,110.776222,2024-01-24 11:10:48,2024-02-08 11:10:48
LOK000420,DI Yogyakarta,Yogyakarta,Umbulharjo,Pandeyan,55164,Jl. Pandanaran Gang Srikandi No. 115,-7.805668,110.367037,2025-11-16 23:28:55,2025-12-27 23:28:55
LOK000421,Jawa Tengah,Sukoharjo,Grogol,Telukan,57552,Jl. Kenanga No. 67 RT 06/RW 04,-7.594302,110.792630,2024-03-20 09:16:46,2024-04-06 09:16:46
LOK000422,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,"Jl. Anggrek KM 5.2, RT 05/RW 01",-7.554070,110.795955,2025-04-11 10:58:38,2025-05-06 10:58:38
LOK000423,Jawa Tengah,Semarang,Tembalang,Sendangmulyo,50275,Kompleks Ruko Niaga Kartasura Blok F No. 123,-7.062363,110.431186,2024-11-20 17:13:19,2025-01-13 17:13:19
LOK000424,Jawa Tengah,Salatiga,Sidorejo,Kauman Kidul,50714,"Jl. Cemara KM 15.6, RT 09/RW 11",-7.353626,110.509313,2025-01-26 08:45:54,2025-03-24 08:45:54
LOK000425,Jawa Tengah,Surakarta,Laweyan,Sondakan,57146,Jl. Raya Kartasura Gang Mawar No. 208,-7.570269,110.783936,2025-04-12 00:52:55,2025-06-02 00:52:55
LOK000426,Jawa Tengah,Sukoharjo,Grogol,Madegondo,57552,Jl. Perintis Kemerdekaan Kav. 141 Blok G,-7.581901,110.826787,2026-03-01 16:22:39,2026-04-22 16:22:39
LOK000427,DI Yogyakarta,Sleman,Depok,Maguwoharjo,55281,"Sentra UMKM Nusukan, Kios D123",-7.793846,110.379783,2024-03-15 04:39:01,2024-03-18 04:39:01
LOK000428,Bali,Denpasar,Denpasar Selatan,Sanur,80227,Pasar Klewer Los G-102,-8.678069,115.207822,2024-07-27 02:00:14,2024-09-20 02:00:14
LOK000429,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,Jl. Mawar No. 182 RT 14/RW 07,-7.541858,110.812663,2024-09-22 22:10:50,2024-10-04 22:10:50
LOK000430,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,Jl. Kaliurang Gang Arjuna No. 163,-7.587929,110.790645,2025-12-16 02:41:31,2026-01-21 02:41:31
LOK000431,Jawa Tengah,Klaten,Klaten Tengah,Tonggalan,57414,Jl. Letjen Suprapto Kav. 219 Blok E,-7.680289,110.629799,2024-10-23 11:17:10,2024-11-27 11:17:10
LOK000432,Jawa Tengah,Surakarta,Banjarsari,Kadipiro,57135,Kompleks Ruko Mutiara Blok D No. 220,-7.538190,110.801461,2025-05-27 11:32:44,2025-07-11 11:32:44
LOK000433,Jawa Tengah,Sukoharjo,Kartasura,Gonilan,57169,Pasar Tembalang Los G-203,-7.557307,110.762496,2025-08-03 11:53:05,2025-08-22 11:53:05
LOK000434,Jawa Barat,Bogor,Tanah Sareal,Kayumanis,16161,Jl. Sawo No. 229 RT 05/RW 12,-6.551399,106.777624,2025-02-20 01:31:06,2025-02-26 01:31:06
LOK000435,Jawa Tengah,Sukoharjo,Kartasura,Pabelan,57169,Jl. M.H. Thamrin Gang Kenanga No. 41,-7.541269,110.751463,2025-09-03 03:25:42,2025-09-16 03:25:42
LOK000436,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,Jl. Pemuda Gang Cempaka No. 20,-7.549685,110.813597,2025-04-17 06:40:26,2025-05-28 06:40:26
LOK000437,Jawa Tengah,Banyumas,Purwokerto Timur,Sokanegara,53116,Jl. Ir. Soekarno Gang Pandan No. 216,-7.417345,109.254530,2024-01-26 15:41:09,2024-03-24 15:41:09
LOK000438,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,Jl. Veteran Kav. 177 Blok C,-7.543804,110.810279,2025-11-21 18:57:10,2025-12-07 18:57:10
LOK000439,Jawa Tengah,Semarang,Banyumanik,Padangsari,50263,"Sentra UMKM Pucangsawit, Kios G132",-7.089346,110.432460,2025-11-17 01:59:52,2025-12-07 01:59:52
LOK000440,Jawa Tengah,Sukoharjo,Grogol,Madegondo,57552,Jl. Pahlawan Kav. 195 Blok F,-7.580803,110.839063,2024-03-20 03:57:57,2024-04-27 03:57:57
LOK000441,Jawa Tengah,Karanganyar,Colomadu,Malangjiwan,57177,Jl. Gatot Subroto Kav. 196 Blok H,-7.554923,110.763081,2024-08-09 18:50:32,2024-08-15 18:50:32
LOK000442,Jawa Tengah,Banyumas,Purwokerto Timur,Arcawinangun,53116,Jl. KH Hasyim Asy'ari No. 88 RT 02/RW 07,-7.418142,109.241864,2025-05-18 02:53:05,2025-06-27 02:53:05
LOK000443,DI Yogyakarta,Sleman,Depok,Caturtunggal,55281,Jl. S. Parman No. 172 RT 01/RW 06,-7.775405,110.400430,2024-10-23 17:53:24,2024-12-04 17:53:24
LOK000444,Jawa Tengah,Surakarta,Banjarsari,Kadipiro,57135,"Sentra UMKM Tembalang, Kios F23",-7.553718,110.842803,2024-02-14 04:03:03,2024-03-19 04:03:03
